cpu_id;cpu_name;manufacturer;cores_number;threads_number;min_clock_speed;max_clock_speed;memory
1204;Celeron G440;Intel;1;2;1,6;1,6;1
1205;Athlon II X2 270u;AMD;2;4;2;2;2
1206;Xeon E-2126G;Intel;6;12;3,3;4,5;12
1207;Core i7-4770K;Intel;4;8;3,5;3,9;8
1208;Phenom II X6 1075T;AMD;6;12;3;3,5;6
1209;AthlonII X2 B24;AMD;2;4;3;3;2
1210;Pentium G3220;Intel;2;4;3;3;3
1211;Athlon II X4 640;AMD;4;8;3;3;2
1212;Xeon E3-1285L v4;Intel;4;8;3,4;3,8;6
1213;Core i9-9900;Intel;8;16;3,1;5;16
1214;Phenom II X4 805;AMD;4;8;2,5;2,5;4
1215;Core i3-9350KF;Intel;4;8;4;4,6;8
1216;Core i5-3330S;Intel;4;8;2,7;3,2;6
1217;AthlonII X2 B28;AMD;2;4;3,4;3,4;2
1218;Core i3-2102;Intel;2;4;3,1;3,1;3
1219;Core i5-7500;Intel;4;8;3,4;3,8;6
1220;Celeron G4930;Intel;2;4;3,2;3,2;2
1221;Xeon E3-1290 v2;Intel;4;8;3,7;4,1;8
1222;Core i5-5675C;Intel;4;8;3,1;3,6;4
1223;PRO A6-8570;AMD;2;4;3,5;3,8;1
1224;Core i7-6700TE;Intel;4;8;2,4;3,4;8
1225;Xeon E3-1265L v2;Intel;4;8;2,5;3,5;8
1226;Ryzen 3 PRO 4350G;AMD;4;8;3,8;4;4
1227;Core i5-4440;Intel;4;8;3,1;3,3;6
1228;Ryzen 7 PRO 1700;AMD;8;16;3;3,7;16
1229;Core i7-860;Intel;4;8;2,8;3,46;8
1230;Pentium G3258;Intel;2;4;3,2;3,2;3
1231;Pentium G2120;Intel;2;4;3,1;3,1;3
1232;Core i5-5675C;Intel;4;8;3,1;3,6;4
1233;PhenomII X3 705e;AMD;3;6;2,5;2,5;6
1234;Core i5-9500;Intel;6;12;3;4,4;9
1235;Core i3-2125;Intel;2;4;3,3;3,3;3
1236;Xeon E3-1265L v2;Intel;4;8;2,5;3,5;8
1237;AthlonII X2 250;AMD;2;4;3;3;2
1238;Core i3-2120;Intel;2;4;3,3;3,3;3
1239;Phenom II X4 910;AMD;4;8;2,6;2,6;6
1240;PhenomII X2 511;AMD;2;4;3,4;3,4;2
1241;Ryzen 3 PRO 2200GE;AMD;4;8;3,2;3,6;4
1242;Xeon E3-1231 V3;Intel;4;8;3,4;3,8;8
1243;AthlonII X2 245e;AMD;2;4;2,9;2,9;2
1244;Ryzen 5 4600G;AMD;6;12;3,7;4,2;8
1245;Core i5-6400;Intel;4;8;2,7;3,3;6
1246;Core i5-6400;Intel;4;8;2,7;3,3;6
1247;Pentium G840;Intel;2;4;2,8;2,8;3
1248;Pentium G4620;Intel;2;4;3,7;3,7;3
1249;PhenomII X2 570;AMD;2;4;3,5;3,5;6
1250;Core i3-4350T;Intel;2;4;3,1;3,1;4
1251;PhenomII X2 511;AMD;2;4;3,4;3,4;2
1252;Xeon E3-1268L v3;Intel;4;8;2,3;3,3;8
1253;Xeon E-2244G;Intel;4;8;3,8;4,8;8
1254;Phenom II X4 910;AMD;4;8;2,6;2,6;6
1255;Core i3-9100T;Intel;4;8;3,1;3,7;6
1256;Pentium G3320TE;Intel;2;4;2,3;2,3;3
1257;Core i7-9700T;Intel;8;16;2;4,3;12
1258;Ryzen 5 PRO 3400GE;AMD;4;8;3,3;4;4
1259;Xeon E3-1280 v6;Intel;4;8;3,9;4,2;8
1260;Phenom II X4 810;AMD;4;8;2,6;2,6;4
1261;Celeron G1820T;Intel;2;4;2,4;2,4;2
1262;Core i5-2500T;Intel;4;8;2,3;3,3;6
1263;Core i5-2380P;Intel;4;8;3,1;3,4;6
1264;Ryzen 3 PRO 1200;AMD;4;8;3,1;3,4;8
1265;Xeon E3-1231 V3;Intel;4;8;3,4;3,8;8
1266;Ryzen 3 4300GE;AMD;4;8;3,5;4;4
1267;Core i5-6600;Intel;4;8;3,3;3,9;6
1268;Pentium Gold G5500;Intel;2;4;3,8;3,8;4
1269;AthlonII X2 255;AMD;2;4;3,1;3,1;2
1270;PhenomII X4 42 TWKR BE;AMD;4;8;2;2;6
1271;Xeon E3-1240L v5;Intel;4;8;2,1;3,2;8
1272;Xeon E-2146G;Intel;6;12;3,5;4,5;12
1273;Core i7-9700K;Intel;8;16;3,6;4,9;12
1274;Xeon E3-1265L v2;Intel;4;8;2,5;3,5;8
1275;Core i3-2130;Intel;2;4;3,4;3,4;3
1276;PhenomII X3 740;AMD;3;6;3;3;6
1277;Core i5-650;Intel;2;4;3,2;3,46;4
1278;Pentium G850;Intel;2;4;2,9;2,9;3
1279;Core i5-4590T;Intel;4;8;2;3;6
1280;Ryzen 3 2200G;AMD;4;8;3,5;3,7;4
1281;Xeon E-2174G;Intel;4;8;3,8;4,7;8
1282;Pentium G860T;Intel;2;4;2,6;2,6;3
1283;Xeon E3-1220L;Intel;2;4;2,2;3,4;3
1284;Celeron G550T;Intel;2;4;2,2;2,2;2
1285;AthlonII X2 B30;AMD;2;4;3,6;3,6;2
1286;Xeon E-2144G;Intel;4;8;3,6;4,5;8
1287;Core i7-3770S;Intel;4;8;3,1;3,9;8
1288;Core i5-5675C;Intel;4;8;3,1;3,6;4
1289;Pentium G2120T;Intel;2;4;2,7;2,7;3
1290;Xeon E-2144G;Intel;4;8;3,6;4,5;8
1291;Core i3-2130;Intel;2;4;3,4;3,4;3
1292;Xeon E3-1285 v6;Intel;4;8;4,1;4,5;8
1293;AthlonII X3 415e;AMD;3;6;2,5;2,5;1,5
1294;Athlon 300GE;AMD;2;4;3,4;3,4;4
1295;PhenomII X2 570;AMD;2;4;3,5;3,5;6
1296;A6-9500E;AMD;2;4;3;3,4;1
1297;Core i3-9320;Intel;4;8;3,7;4,4;8
1298;Pentium G3320TE;Intel;2;4;2,3;2,3;3
1299;Ryzen 9 3900XT;AMD;12;24;3,8;4,7;64
1300;Phenom II X4 810;AMD;4;8;2,6;2,6;4
1301;Pentium G640;Intel;2;4;2,8;2,8;3
1302;Core i3-6300;Intel;2;4;3,8;3,8;4
1303;Athlon 3000G;AMD;2;4;3,5;3,5;4
1304;Phenom II X4 B99;AMD;4;8;3,4;3,4;6
1305;Athlon II X2 270u;AMD;2;4;2;2;2
1306;Celeron G3900;Intel;2;4;2,8;2,8;2
1307;PhenomII X2 B60;AMD;2;4;3,5;3,5;6
1308;Ryzen 5 3600X;AMD;6;12;3,8;4,4;32
1309;Phenom II X6 1100T;AMD;6;12;3,3;3,7;6
1310;PRO A8-9600;AMD;4;8;3,1;3,4;2
1311;Ryzen 5 3600X;AMD;6;12;3,8;4,4;32
1312;Core i3-540;Intel;2;4;3,06;3,06;4
1313;Pentium G3250T;Intel;2;4;2,8;2,8;3
1314;Core i3-4370T;Intel;2;4;3,3;3,3;4
1315;Core i3-4340;Intel;2;4;3,6;3,6;4
1316;Phenom II X4 850;AMD;4;8;3,3;3,3;2
1317;Pentium G3460;Intel;2;4;3,5;3,5;3
1318;Celeron G555;Intel;2;4;2,7;2,7;2
1319;Pentium G640T;Intel;2;4;2,4;2,4;3
1320;Core i5-9400;Intel;6;12;2,9;4,1;9
1321;Xeon E-2286G;Intel;6;12;4;4,9;12
1322;Core i3-7300;Intel;2;4;4;4;4
1323;Xeon E-2176G;Intel;6;12;3,7;4,7;12
1324;AthlonII X2 235e;AMD;2;4;2,7;2,7;2
1325;Ryzen 3 4300GE;AMD;4;8;3,5;4;4
1326;Xeon E3-1230L v3;Intel;4;8;1,8;2,8;8
1327;Core i7-4770;Intel;4;8;3,4;3,9;8
1328;Core i5-6402P;Intel;4;8;2,8;3,4;6
1329;Xeon E3-1235;Intel;4;8;3,2;3,6;8
1330;Pentium G3250T;Intel;2;4;2,8;2,8;3
1331;Xeon X3430;Intel;4;8;2,4;2,8;8
1332;Xeon E3-1220L v3;Intel;2;4;1,1;1,5;4
1333;Ryzen 3 PRO 3200G;AMD;4;8;3,6;4;4
1334;A8-9600;AMD;4;8;3,1;3,4;2
1335;Core i7-3770T;Intel;4;8;2,5;3,7;8
1336;Core i5-2300;Intel;4;8;2,8;3,1;6
1337;Xeon E-2286G;Intel;6;12;4;4,9;12
1338;Xeon X3480;Intel;4;8;3,06;3,73;8
1339;PhenomII X3 B73;AMD;3;6;2,8;2,8;6
1340;Pentium Gold G5600F;Intel;2;4;3,9;3,9;4
1341;Core i5-9500T;Intel;6;12;2,2;3,7;9
1342;AthlonII X2 B22;AMD;2;4;2,8;2,8;2
1343;Ryzen 9 5900X;AMD;12;24;3,7;4,8;64
1344;AthlonII X3 400e;AMD;3;6;2,2;2,2;1,5
1345;Ryzen 5 2600E;AMD;6;12;3,1;4;16
1346;Core i5-650;Intel;2;4;3,2;3,46;4
1347;Core i5-9600K;Intel;6;12;3,7;4,6;9
1348;Core i5-8400T;Intel;6;12;1,7;3,3;9
1349;Pentium G2030;Intel;2;4;3;3;3
1350;Xeon E-2226G;Intel;6;12;3,4;4,7;12
1351;Pentium G4400T;Intel;2;4;2,9;2,9;3
1352;Core i7-2600S;Intel;4;8;2,8;3,8;8
1353;Ryzen 5 PRO 4650G;AMD;6;12;3,7;4,2;8
1354;PhenomII X3 705e;AMD;3;6;2,5;2,5;6
1355;AthlonII X2 220;AMD;2;4;2,8;2,8;1
1356;Xeon E3-1220 v5;Intel;4;8;3;3,5;8
1357;Xeon X3480;Intel;4;8;3,06;3,73;8
1358;Xeon E3-1275 v3;Intel;4;8;3,5;3,9;8
1359;Phenom II X6 1090T;AMD;6;12;3,2;3,6;6
1360;Xeon E3-1240L v5;Intel;4;8;2,1;3,2;8
1361;Athlon II X4 640;AMD;4;8;3;3;2
1362;Phenom II X4 B99;AMD;4;8;3,4;3,4;6
1363;Pentium G620;Intel;2;4;2,6;2,6;3
1364;AthlonII X2 B28;AMD;2;4;3,4;3,4;2
1365;Phenom II X6 1090T;AMD;6;12;3,2;3,6;6
1366;Core i3-4350T;Intel;2;4;3,1;3,1;4
1367;AthlonII X2 B26;AMD;2;4;3,2;3,2;2
1368;Core i7-4785T;Intel;4;8;2,2;3,2;8
1369;PRO A8-9600;AMD;4;8;3,1;3,4;2
1370;Core i3-2105;Intel;2;4;3,1;3,1;3
1371;Core i5-2320;Intel;4;8;3;3,3;6
1372;AthlonII X3 445;AMD;3;6;3,1;3,1;1,5
1373;Core i3-2125;Intel;2;4;3,3;3,3;3
1374;Core i3-7101TE;Intel;2;4;3,4;3,4;3
1375;Pentium G2010;Intel;2;4;2,8;2,8;3
1376;Celeron G530;Intel;2;4;2,4;2,4;2
1377;Xeon E-2278GEL;Intel;8;16;2;3,9;16
1378;Core i3-4150T;Intel;2;4;3;3;3
1379;Ryzen 3 PRO 4350GE;AMD;4;8;3,5;4;4
1380;Core i5-2310;Intel;4;8;2,9;3,2;6
1381;Xeon E3-1265L v2;Intel;4;8;2,5;3,5;8
1382;Ryzen 5 PRO 1600;AMD;6;12;3,2;3,6;16
1383;Core i5-6600T;Intel;4;8;2,7;3,5;6
1384;PhenomII X2 545;AMD;2;4;3;3;6
1385;Xeon E3-1240L V3;Intel;4;8;2;3;8
1386;Sempron 145;AMD;1;2;2,8;2,8;1
1387;Ryzen 3 PRO 4350G;AMD;4;8;3,8;4;4
1388;Phenom II X4 955;AMD;4;8;3,2;3,2;6
1389;Xeon E3-1275 v3;Intel;4;8;3,5;3,9;8
1390;Xeon X3430;Intel;4;8;2,4;2,8;8
1391;Pentium G4520;Intel;2;4;3,6;3,6;3
1392;Pentium G2030T;Intel;2;4;2,6;2,6;3
1393;Core i3-3250T;Intel;2;4;3,0;3,0;3
1394;Pentium G640;Intel;2;4;2,8;2,8;3
1395;Core i7-5775C;Intel;4;8;3,3;3,7;6
1396;Pentium Gold G5600F;Intel;2;4;3,9;3,9;4
1397;Core i3-2120T;Intel;2;4;2,6;2,6;3
1398;Pentium G3258;Intel;2;4;3,2;3,2;3
1399;Core i5-6400;Intel;4;8;2,7;3,3;6
1400;AthlonII X4 610e;AMD;4;8;2,4;2,4;2
1401;Phenom II X4 955;AMD;4;8;3,2;3,2;6
1402;Ryzen 3 2200GE;AMD;4;8;3,2;3,6;4
1403;A6-9550;AMD;2;4;3,8;4;1
1404;PRO A8-9600;AMD;4;8;3,1;3,4;2
1405;Athlon Gold 3150GE;AMD;4;8;3,3;3,8;4
1406;Phenom II X6 1055T;AMD;6;12;2,8;3,3;6
1407;AthlonII X3 460;AMD;3;6;3,4;3,4;1,5
1408;Pentium G4400TE;Intel;2;4;3,3;3,3;3
1409;Xeon E3-1230 v2;Intel;4;8;3,3;3,7;8
1410;Phenom II X6 1035T;AMD;6;12;2,6;3,1;6
1411;Core i5-9600KF;Intel;6;12;3,7;4,6;9
1412;Ryzen 3 3200G;AMD;4;8;3,6;4;4
1413;Pentium G6951;Intel;2;4;2,8;2,8;3
1414;Core i3-6300T;Intel;2;4;3,3;3,3;4
1415;AthlonII X2 260;AMD;2;4;3,2;3,2;2
1416;Ryzen 5 PRO 1500;AMD;4;8;3,5;3,7;16
1417;Core i5-3340;Intel;4;8;3,1;3,3;6
1418;Xeon E3-1240L v5;Intel;4;8;2,1;3,2;8
1419;Athlon II X4 645;AMD;4;8;3,1;3,1;2
1420;Ryzen 7 PRO 2700;AMD;8;16;3,2;4,1;16
1421;AthlonII X2 250;AMD;2;4;3;3;2
1422;AthlonII X3 420e;AMD;3;6;2,6;2,6;1,5
1423;Sempron X2 190;AMD;2;4;2,5;2,5;1
1424;PhenomII X2 560;AMD;2;4;3,3;3,3;6
1425;Athlon Silver PRO 3125GE;AMD;2;4;3,4;3,4;4
1426;Core i5-3550;Intel;4;8;3,3;3,7;6
1427;Phenom II X4 840T;AMD;4;8;2,9;3,2;6
1428;Core i7-8700;Intel;6;12;3,2;4,6;12
1429;AthlonII X3 420e;AMD;3;6;2,6;2,6;1,5
1430;A6-9550;AMD;2;4;3,8;4;1
1431;Core i5-4570TE;Intel;2;4;2,7;3,3;4
1432;Athlon Silver 3050GE;AMD;2;4;3,4;3,4;4
1433;A6-9500E;AMD;2;4;3;3,4;1
1434;PRO A12-8870E;AMD;4;8;2,9;3,8;2
1435;Core i5-4670T;Intel;4;8;2,3;3,3;6
1436;Core i3-8300;Intel;4;8;3,7;3,7;8
1437;Ryzen 5 PRO 2400GE;AMD;4;8;3,2;3,8;4
1438;Ryzen 9 3900;AMD;12;24;3,1;4,3;64
1439;Ryzen 3 2200G;AMD;4;8;3,5;3,7;4
1440;Opteron 1385;AMD;4;8;2,7;2,7;6
1441;Core i7-860;Intel;4;8;2,8;3,46;8
1442;Core i7-4790;Intel;4;8;3,6;4;8
1443;Ryzen 9 5900X;AMD;12;24;3,7;4,8;64
1444;Ryzen 3 2300X;AMD;4;8;3,5;4;8
1445;Celeron G540T;Intel;2;4;2,1;2,1;2
1446;Xeon E3-1220L v2;Intel;2;4;2,3;3,5;3
1447;Xeon E3-1245 v2;Intel;4;8;3,4;3,8;8
1448;Xeon E3-1275L V3;Intel;4;8;2,7;3,9;8
1449;Pentium G860;Intel;2;4;3;3;3
1450;Core i5-6600;Intel;4;8;3,3;3,9;6
1451;Athlon II 170u;AMD;1;2;2;2;1
1452;Core i5-9600KF;Intel;6;12;3,7;4,6;9
1453;Athlon 220GE;AMD;2;4;3,4;3,4;4
1454;Xeon E3-1285 v4;Intel;4;8;3,5;3,8;6
1455;Xeon E3-1275 v2;Intel;4;8;3,5;3,9;8
1456;Core i5-4590T;Intel;4;8;2;3;6
1457;Xeon E3-1275 v2;Intel;4;8;3,5;3,9;8
1458;Pentium G3420T;Intel;2;4;2,7;2,7;3
1459;Core i5-650;Intel;2;4;3,2;3,46;4
1460;Core i3-3240;Intel;2;4;3,4;3,4;3
1461;Celeron G3930T;Intel;2;4;2,7;2,7;2
1462;Core i5-2500K;Intel;4;8;3,3;3,7;6
1463;Pentium G4500;Intel;2;4;3,5;3,5;3
1464;Pentium G620;Intel;2;4;2,6;2,6;3
1465;Ryzen 3 3300X;AMD;4;8;3,8;4,3;16
1466;Ryzen 5 3400GE;AMD;4;8;3,3;4;4
1467;Ryzen 9 3900;AMD;12;24;3,1;4,3;64
1468;Core i5-8600T;Intel;6;12;2,3;3,7;9
1469;Ryzen 5 3500X;AMD;6;12;3,6;4,1;32
1470;Pentium G3250;Intel;2;4;3,2;3,2;3
1471;Ryzen 3 3100;AMD;4;8;3,6;3,9;16
1472;Celeron G540;Intel;2;4;2,5;2,5;2
1473;Core i3-4360;Intel;2;4;3,7;3,7;4
1474;Xeon E-2224G;Intel;4;8;3,5;4,7;8
1475;AthlonII X4 605e;AMD;4;8;2,3;2,3;2
1476;Pentium G850;Intel;2;4;2,9;2,9;3
1477;Core i7-4770K;Intel;4;8;3,5;3,9;8
1478;Phenom II X4 905e;AMD;4;8;2,5;2,5;6
1479;PRO A12-8870;AMD;4;8;3,7;4,2;2
1480;Pentium G630;Intel;2;4;2,7;2,7;3
1481;Xeon E3-1231 V3;Intel;4;8;3,4;3,8;8
1482;Core i5-2320;Intel;4;8;3;3,3;6
1483;PhenomII X3 710;AMD;3;6;2,6;2,6;6
1484;Core i3-6100;Intel;2;4;3,7;3,7;3
1485;Celeron G1610T;Intel;2;4;2,3;2,3;2
1486;Core i7-870;Intel;4;8;2,93;3,60;8
1487;PRO A6-8580;AMD;2;4;3,8;4;1
1488;Xeon E3-1240;Intel;4;8;3,3;3,7;8
1489;Core i3-2130;Intel;2;4;3,4;3,4;3
1490;Core i7-7700K;Intel;4;8;4,2;4,5;8
1491;Phenom II X4 910;AMD;4;8;2,6;2,6;6
1492;Core i5-2380P;Intel;4;8;3,1;3,4;6
1493;PhenomII X2 545;AMD;2;4;3;3;6
1494;Phenom II X4 850;AMD;4;8;3,3;3,3;2
1495;Core i9-9900K;Intel;8;16;3,6;5;16
1496;Ryzen 5 4600GE;AMD;6;12;3,3;4,2;8
1497;Ryzen 5 3600XT;AMD;6;12;3,8;4,5;32
1498;Ryzen 3 1300X;AMD;4;8;3,5;3,7;8
1499;Ryzen 5 PRO 2400G;AMD;4;8;3,6;3,9;4
1500;Core i7-4790K;Intel;4;8;4;4,4;8
1501;Phenom II X4 805;AMD;4;8;2,5;2,5;4
1502;Core i5-9600K;Intel;6;12;3,7;4,6;9
1503;Celeron G3900;Intel;2;4;2,8;2,8;2
1504;PRO A10-8770E;AMD;4;8;2,8;3,5;2
1505;Xeon E3-1281 V3;Intel;4;8;3,7;4,1;8
1506;Xeon E3-1270 v5;Intel;4;8;3,6;4;8
1507;Ryzen 5 3400G;AMD;4;8;3,7;4,2;4
1508;Core i7-870s;Intel;4;8;2,66;3,6;8
1509;Ryzen 5 PRO 2600;AMD;6;12;3,4;3,9;16
1510;Sempron X2 180;AMD;2;4;2,4;2,4;1
1511;AthlonII X4 610e;AMD;4;8;2,4;2,4;2
1512;PRO A12-9800;AMD;4;8;3,8;4,2;2
1513;Pentium G3220T;Intel;2;4;2,6;2,6;3
1514;PhenomII X2 511;AMD;2;4;3,4;3,4;2
1515;Core i7-4790K;Intel;4;8;4;4,4;8
1516;Core i3-9300T;Intel;4;8;3,2;3,8;8
1517;Celeron G3900;Intel;2;4;2,8;2,8;2
1518;Core i3-6100T;Intel;2;4;3,2;3,2;3
1519;Core i3-8300T;Intel;4;8;3,2;3,2;8
1520;Phenom II X6 1090T;AMD;6;12;3,2;3,6;6
1521;Core i5-750;Intel;4;8;2,66;3,2;8
1522;Core i5-4430;Intel;4;8;3;3,2;6
1523;Core i3-4130;Intel;2;4;3,4;3,4;3
1524;Xeon E3-1230 v5;Intel;4;8;3,4;3,8;8
1525;PRO A8-9600;AMD;4;8;3,1;3,4;2
1526;Athlon PRO 200GE;AMD;2;4;3,2;3,2;4
1527;Core i9-9900T;Intel;8;16;2,1;4,4;16
1528;AthlonII X2 B28;AMD;2;4;3,4;3,4;2
1529;Core i5-4590T;Intel;4;8;2;3;6
1530;Ryzen 5 2600;AMD;6;12;3,4;3,9;16
1531;Celeron G3900T;Intel;2;4;2,6;2,6;2
1532;Pentium G3260T;Intel;2;4;2,9;2,9;3
1533;Phenom II X4 650T;AMD;4;8;2,7;3,2;4
1534;Celeron G530;Intel;2;4;2,4;2,4;2
1535;Core i3-8350K;Intel;4;8;4;4;8
1536;PhenomII X2 B60;AMD;2;4;3,5;3,5;6
1537;Core i7-870;Intel;4;8;2,93;3,60;8
1538;Core i3-4370;Intel;2;4;3,8;3,8;4
1539;Phenom II X4 650T;AMD;4;8;2,7;3,2;4
1540;Core i3-4330TE;Intel;2;4;2,4;2,4;4
1541;Core i7-4790S;Intel;4;8;3,2;4;8
1542;Xeon E3-1240 v5;Intel;4;8;3,5;3,9;8
1543;Core i5-3550S;Intel;4;8;3;3,7;6
1544;Celeron G465;Intel;1;2;1,9;1,9;1,5
1545;Celeron G3930T;Intel;2;4;2,7;2,7;2
1546;Xeon E-2278GEL;Intel;8;16;2;3,9;16
1547;Athlon X4 950;AMD;4;8;3,5;3,8;2
1548;Ryzen 3 4300GE;AMD;4;8;3,5;4;4
1549;Pentium G4600;Intel;2;4;3,6;3,6;3
1550;PRO A12-8870E;AMD;4;8;2,9;3,8;2
1551;Core i7-3770T;Intel;4;8;2,5;3,7;8
1552;Core i3-2102;Intel;2;4;3,1;3,1;3
1553;Core i7-2600K;Intel;4;8;3,4;3,8;8
1554;Celeron G3950;Intel;2;4;3;3;2
1555;Core i3-4150;Intel;2;4;3,5;3,5;3
1556;Athlon II X4 620e;AMD;4;8;2,6;2,6;2
1557;Core i7-8086K;Intel;6;12;4;5;12
1558;Xeon E3-1240;Intel;4;8;3,3;3,7;8
1559;PhenomII X4 900e;AMD;4;8;2,4;2,4;6
1560;Core i5-4670S;Intel;4;8;3,1;3,8;6
1561;Xeon X3480;Intel;4;8;3,06;3,73;8
1562;Ryzen 3 1300X;AMD;4;8;3,5;3,7;8
1563;Core i5-3330;Intel;4;8;3;3,2;6
1564;Core i5-4670;Intel;4;8;3,4;3,8;6
1565;Pentium G632;Intel;2;4;2,7;2,7;3
1566;Core i3-2102;Intel;2;4;3,1;3,1;3
1567;Pentium G4400T;Intel;2;4;2,9;2,9;3
1568;Xeon E-2174G;Intel;4;8;3,8;4,7;8
1569;AthlonII X2 220;AMD;2;4;2,8;2,8;1
1570;Core i5-2310;Intel;4;8;2,9;3,2;6
1571;PhenomII X2 555;AMD;2;4;3,2;3,2;6
1572;Core i3-3245;Intel;2;4;3,4;3,4;3
1573;Pentium Gold G5600;Intel;2;4;3,9;3,9;4
1574;Core i3-4130;Intel;2;4;3,4;3,4;3
1575;Athlon X4 940;AMD;4;8;3,2;3,6;2
1576;AthlonII X2 B24;AMD;2;4;3;3;2
1577;Pentium G630;Intel;2;4;2,7;2,7;3
1578;Core i5-2300;Intel;4;8;2,8;3,1;6
1579;Celeron G470;Intel;1;2;2;2;1,5
1580;Core i3-4330T;Intel;2;4;3;3;4
1581;Core i3-2125;Intel;2;4;3,3;3,3;3
1582;PhenomII X4 42 TWKR BE;AMD;4;8;2;2;6
1583;Pentium G3320TE;Intel;2;4;2,3;2,3;3
1584;Pentium G3220T;Intel;2;4;2,6;2,6;3
1585;Pentium G1820TE;Intel;2;4;2,2;2,2;2
1586;Xeon E-2144G;Intel;4;8;3,6;4,5;8
1587;Core i3-2100T;Intel;2;4;2,5;2,5;3
1588;Athlon Silver PRO 3125GE;AMD;2;4;3,4;3,4;4
1589;Pentium G4400TE;Intel;2;4;3,3;3,3;3
1590;Pentium G4560;Intel;2;4;3,5;3,5;3
1591;Core i3-8300T;Intel;4;8;3,2;3,2;8
1592;Core i7-9700F;Intel;8;16;3;4,7;12
1593;Celeron G540T;Intel;2;4;2,1;2,1;2
1594;Phenom II X4 970;AMD;4;8;3,5;3,5;6
1595;AthlonII X3 415e;AMD;3;6;2,5;2,5;1,5
1596;Xeon E3-1225 v6;Intel;4;8;3,3;3,7;8
1597;Ryzen 7 1800X;AMD;8;16;3,6;4;16
1598;AthlonII X2 240;AMD;2;4;2,8;2,8;2
1599;A12-9800E;AMD;4;8;3,1;3,8;2
1600;PRO A6-8570;AMD;2;4;3,5;3,8;1
1601;Core i3-7320;Intel;2;4;4,1;4,1;4
1602;Xeon E3-1220L v3;Intel;2;4;1,1;1,5;4
1603;Core i5-7600;Intel;4;8;3,5;4,1;6
1604;Xeon E3-1280;Intel;4;8;3,5;3,9;8
1605;Core i3-4150;Intel;2;4;3,5;3,5;3
1606;AthlonII X2 265;AMD;2;4;3,3;3,3;2
1607;Ryzen 7 PRO 4750G;AMD;8;16;3,6;4,4;8
1608;Xeon X3480;Intel;4;8;3,06;3,73;8
1609;Core i7-9700T;Intel;8;16;2;4,3;12
1610;Core i3-8300T;Intel;4;8;3,2;3,2;8
1611;Xeon E-2288G;Intel;8;16;3,7;5;16
1612;Ryzen 5 2600;AMD;6;12;3,4;3,9;16
1613;Core i3-3220T;Intel;2;4;2,8;2,8;3
1614;PhenomII X3 700e;AMD;3;6;2,4;2,4;6
1615;Core i5-655K;Intel;2;4;3,2;3,46;4
1616;Celeron G470;Intel;1;2;2;2;1,5
1617;AthlonII X2 245e;AMD;2;4;2,9;2,9;2
1618;Xeon E3-1240 v2;Intel;4;8;3,4;3,8;8
1619;Core i3-9100T;Intel;4;8;3,1;3,7;6
1620;Core i7-8700T;Intel;6;12;2,4;4;12
1621;Xeon E3-1240 v3;Intel;4;8;3,4;3,8;8
1622;Ryzen 3 3200GE;AMD;4;8;3,3;3,8;4
1623;Core i7-8700T;Intel;6;12;2,4;4;12
1624;Core i5-7600K;Intel;4;8;3,8;4,2;6
1625;Celeron G3930TE;Intel;2;4;2,7;2,7;2
1626;Phenom II X6 1090T;AMD;6;12;3,2;3,6;6
1627;PhenomII X3 720;AMD;3;6;2,8;2,8;6
1628;Core i5-3570S;Intel;4;8;3,1;3,8;6
1629;Pentium G4600;Intel;2;4;3,6;3,6;3
1630;Ryzen 3 3200G;AMD;4;8;3,6;4;4
1631;Phenom II X4 910e;AMD;4;8;2,6;2,6;6
1632;Core i5-680;Intel;2;4;3,6;3.86;4
1633;Pentium G4500T;Intel;2;4;3;3;3
1634;Core i3-9320;Intel;4;8;3,7;4,4;8
1635;Ryzen 3 PRO 1200;AMD;4;8;3,1;3,4;8
1636;Celeron G3950;Intel;2;4;3;3;2
1637;Phenom II X6 1075T;AMD;6;12;3;3,5;6
1638;Core i3-4130;Intel;2;4;3,4;3,4;3
1639;Core i3-7350K;Intel;2;4;4,2;4,2;4
1640;Ryzen 5 4600G;AMD;6;12;3,7;4,2;8
1641;Core i3-3250;Intel;2;4;3,5;3,5;3
1642;Celeron G460;Intel;1;2;1,8;1,8;1,5
1643;Celeron G1620T;Intel;2;4;2,4;2,4;2
1644;Xeon E3-1265L v3;Intel;4;8;2,5;3,7;8
1645;AthlonII X2 B24;AMD;2;4;3;3;2
1646;Xeon E3-1240 v3;Intel;4;8;3,4;3,8;8
1647;Phenom II X4 960T/960;AMD;4;8;3;3,4;6
1648;AthlonII X3 415e;AMD;3;6;2,5;2,5;1,5
1649;Athlon X4 940;AMD;4;8;3,2;3,6;2
1650;Athlon X4 970;AMD;4;8;3,8;4;2
1651;AthlonII X2 240;AMD;2;4;2,8;2,8;2
1652;Xeon X3480;Intel;4;8;3,06;3,73;8
1653;AthlonII X3 425e;AMD;3;6;2,7;2,7;1,5
1654;Ryzen 5 PRO 3600;AMD;6;12;3,6;4,2;32
1655;Core i7-8086K;Intel;6;12;4;5;12
1656;Ryzen 7 PRO 4750GE;AMD;8;16;3,1;4,3;8
1657;Core i3-7300;Intel;2;4;4;4;4
1658;Core i9-9900KS;Intel;8;16;4;5;16
1659;Pentium G645T;Intel;2;4;2,5;2,5;3
