gpu_id;gpu_name;manufacturer;memory;tgp;computer_id
12504;UHD Graphics 610;Intel;0;14;58406
12505;TITAN V CEO Edition;NVIDIA;32;9;43005
12506;GeForce GTX 1660 Ti;NVIDIA;6;14;94778
12507;Radeon Pro V340;AMD;16;8;30789
12508;Radeon R9 290X;AMD;4;16;83711
12509;Radeon HD 8950 OEM;AMD;3;18;47342
12510;Iris Pro Graphics P580;Intel;0;15;28677
12511;UHD Graphics 32EU;Intel;0;12;95279
12512;GeForce RTX 3090 Ti;NVIDIA;24;9;34422
12513;Radeon Pro V320;AMD;16;11;75832
12514;Radeon R9 FURY X2;AMD;4;13;74206
12515;Radeon R9 380X;AMD;4;4;96597
12516;GeForce GTX 1060 3 GB GP104;NVIDIA;3;10;59618
12517;HD Graphics 4400;Intel;0;10;10462
12518;Iris Xe Graphics G4;Intel;0;9;84359
12519;TITAN Xp;NVIDIA;12;11;44135
12520;HD Graphics 500;Intel;0;5;73690
12521;Radeon R9 380X;AMD;4;21;34527
12522;Radeon Pro VII;AMD;16;7;13468
12523;Radeon Pro V520;AMD;8;20;49156
12524;Radeon R9 Nano;AMD;4;19;66602
12525;UHD Graphics P630;Intel;0;13;42676
12526;Iris Graphics 550;Intel;0;11;84447
12527;Radeon Pro W6600;AMD;8;20;65266
12528;Radeon R7 265X OEM;AMD;2;17;64712
12529;GeForce GTX 960 OEM;NVIDIA;3;18;80080
12530;Radeon R7 350X OEM;AMD;4;20;23856
12531;Radeon R9 390 X2;AMD;8;14;28793
12532;UHD Graphics 750;Intel;0;4;49127
12533;GeForce GTX 1050 Ti;NVIDIA;4;8;5946
12534;Iris Pro Graphics P580;Intel;0;;23737
12535;Radeon R9 380;AMD;2;8;79165
12536;Radeon HD 7970;AMD;3;11;80267
12537;Radeon Pro WX 5100;AMD;8;8;17652
12538;Radeon R5 240 OEM;AMD;2;8;38553
12539;Radeon Pro V520;AMD;8;7;76355
12540;Radeon Pro WX 7100;AMD;8;6;82904
12541;GeForce RTX 2080 Ti;NVIDIA;11;20;5722
12542;GeForce GT 1010 DDR4;NVIDIA;2;11;23473
12543;Iris Xe Graphics 96EU;Intel;0;21;6808
12544;GeForce GTX 950 Low Power;NVIDIA;2;;96974
12545;Radeon HD 7950;AMD;3;16;26381
12546;HD Graphics 620;Intel;0;14;62643
12547;Iris Xe Graphics 80EU;Intel;0;8;43279
12548;Iris Plus Graphics G4;Intel;0;;74674
12549;Radeon Pro WX 9100;AMD;16;20;37337
12550;Radeon R7 450 OEM;AMD;2;10;67091
12551;HD Graphics 5600;Intel;0;8;70078
12552;Radeon R7 450 OEM;AMD;2;;37936
12553;GeForce RTX 4090 Ti;NVIDIA;48;5;54453
12554;Radeon HD 7850;AMD;2;18;52194
12555;HD Graphics 500;Intel;0;7;51690
12556;HD Graphics P630;Intel;0;13;61646
12557;UHD Graphics 730;Intel;0;14;81924
12558;GeForce RTX 2080 SUPER;NVIDIA;8;21;67688
12559;GeForce RTX 2080 Ti 12 GB;NVIDIA;12;5;4405
12560;HD Graphics 2000;Intel;0;13;95173
12561;Radeon RX 460 1024SP;AMD;2;16;36032
12562;HD Graphics 4200;Intel;0;9;18705
12563;Radeon RX 455 OEM;AMD;2;10;29926
12564;Radeon R9 FURY;AMD;4;13;88310
12565;HD Graphics 530;Intel;0;12;7683
12566;Radeon R7 370;AMD;2;10;74805
12567;GeForce GTX 960 OEM;NVIDIA;3;10;52325
12568;HD Graphics P4600;Intel;0;9;8153
12569;Radeon HD 7970 GHz Edition;AMD;3;20;71619
12570;Radeon HD 7870 XT;AMD;2;15;29897
12571;Radeon R9 380;AMD;2;20;39172
12572;Radeon R5 310 OEM;AMD;2;4;22757
12573;GeForce RTX 3060 GA104;NVIDIA;12;9;18633
12574;HD Graphics 3000;Intel;0;;98459
12575;Radeon RX 470D;AMD;4;21;14300
12576;GeForce RTX 3070 Ti;NVIDIA;8;4;21831
12577;Radeon R9 270X;AMD;2;15;44348
12578;HD Graphics 615;Intel;0;19;20405
12579;Radeon HD 8970 OEM;AMD;3;15;21344
12580;Iris Plus Graphics 640;Intel;0;12;24723
12581;Radeon HD 7870 GHz Edition;AMD;2;11;47771
12582;Radeon HD 7870 XT;AMD;2;5;82286
12583;GeForce GTX 1050;NVIDIA;2;20;31084
12584;Radeon R9 295X2;AMD;4;5;66645
12585;GeForce GTX 1070 GDDR5X;NVIDIA;8;8;68337
12586;Radeon R7 350 OEM;AMD;2;19;32242
12587;UHD Graphics 32EU;Intel;0;20;72789
12588;GeForce RTX 4090 Ti;NVIDIA;48;20;69118
12589;Radeon Pro V5300X;AMD;4;17;22018
12590;Radeon R7 370;AMD;2;11;47329
12591;GeForce RTX 4060;NVIDIA;8;18;42547
12592;Radeon R9 FURY;AMD;4;18;94228
12593;Radeon R7 240 OEM;AMD;2;11;94634
12594;Radeon Pro WX 3100;AMD;4;14;76751
12595;Iris Plus Graphics G4;Intel;0;4;54945
12596;Iris Pro Graphics P555;Intel;0;8;20116
12597;Iris Plus Graphics 655;Intel;0;20;16953
12598;Radeon R9 FURY X;AMD;4;7;48486
12599;GeForce RTX 3060 Ti;NVIDIA;8;8;64167
12600;GeForce GTX 1650 TU106;NVIDIA;4;15;96799
12601;Iris Plus Graphics 645;Intel;0;10;36720
12602;GeForce GT 1010 DDR4;NVIDIA;2;6;35869
12603;HD Graphics P5700;Intel;0;20;25720
12604;GeForce RTX 2070;NVIDIA;8;7;26330
12605;HD Graphics 5000;Intel;0;12;76165
12606;Radeon Vega Frontier Edition;AMD;16;11;54888
12607;Iris Plus Graphics 640;Intel;0;15;14310
12608;TITAN Xp;NVIDIA;12;5;18211
12609;TITAN V CEO Edition;NVIDIA;32;11;77529
12610;Radeon Pro V5300X;AMD;4;14;81796
12611;Radeon HD 7950;AMD;3;21;14209
12612;Radeon R7 240;AMD;2;8;29046
12613;Radeon Vega Frontier Edition;AMD;16;15;13397
12614;Radeon Pro W6600;AMD;8;5;31223
12615;Radeon R9 285;AMD;2;10;13210
12616;GeForce RTX 2060;NVIDIA;6;20;71396
12617;Radeon Vega Frontier Edition Watercooled;AMD;16;8;16460
12618;GeForce RTX 3060 Ti GA103;NVIDIA;8;19;76028
12619;GeForce GTX 960;NVIDIA;2;10;5379
12620;GeForce RTX 4090;NVIDIA;24;16;34234
12621;UHD Graphics 730;Intel;0;;39186
12622;GeForce GTX 980;NVIDIA;4;13;88356
12623;Radeon HD 7950 Monica BIOS 1;AMD;3;15;82558
12624;Radeon Pro SSG;AMD;16;12;49816
12625;Radeon R7 265;AMD;2;21;18354
12626;GeForce RTX 4080 Ti;NVIDIA;20;10;54237
12627;HD Graphics 4200;Intel;0;13;86882
12628;GeForce RTX 4060 Ti;NVIDIA;10;10;73707
12629;GeForce GTX 1080;NVIDIA;8;11;16486
12630;UHD Graphics 64EU;Intel;0;11;993
12631;Iris Plus Graphics 650;Intel;0;7;97514
12632;Radeon R9 390 X2;AMD;8;14;6989
12633;Radeon Pro V620;AMD;32;5;3646
12634;Radeon HD 7950 Boost;AMD;3;10;87018
12635;Radeon Pro WX 8100;AMD;8;16;74608
12636;TITAN V;NVIDIA;12;14;91366
12637;GeForce GTX 1050;NVIDIA;2;14;5346
12638;UHD Graphics G1;Intel;0;11;12589
12639;Radeon R9 370 1024SP;AMD;2;15;81552
12640;GeForce RTX 4070;NVIDIA;12;20;72215
12641;Radeon Pro Duo;AMD;4;;69229
12642;Radeon RX 480;AMD;8;6;44813
12643;Radeon R5 435 OEM;AMD;2;20;60290
12644;Radeon Pro W5700;AMD;8;8;19348
12645;Radeon Pro V520;AMD;8;15;24862
12646;Radeon Pro V520;AMD;8;7;72931
12647;UHD Graphics P630;Intel;0;5;89596
12648;GeForce RTX 3070 Ti;NVIDIA;8;19;36194
12649;Iris Xe Graphics G7 96EU;Intel;0;20;95220
12650;GeForce GTX 1060 6 GB GDDR5X;NVIDIA;6;15;35726
12651;Radeon R7 435 OEM;AMD;2;21;55443
12652;GeForce GTX 1080 Ti;NVIDIA;11;10;83205
12653;Radeon R7 340 OEM;AMD;2;16;83339
12654;Radeon R9 290X2;AMD;4;21;11367
12655;UHD Graphics 630;Intel;0;19;8532
12656;Radeon R9 380 OEM;AMD;4;14;97985
12657;Radeon HD 8670 OEM;AMD;2;13;89921
12658;Radeon R9 285;AMD;2;4;43507
12659;GeForce RTX 2080 Ti 12 GB;NVIDIA;12;7;16575
12660;GeForce GT 1010;NVIDIA;2;14;58390
12661;UHD Graphics G4;Intel;0;4;97840
12662;GeForce GTX 1050;NVIDIA;2;13;84558
12663;Radeon R5 430 OEM;AMD;2;9;51434
12664;GeForce GTX 1650 TU116;NVIDIA;4;6;81137
12665;Radeon Pro WX 8200;AMD;8;18;62021
12666;Radeon Pro WX 9100;AMD;16;7;49687
12667;GeForce GTX 1070;NVIDIA;8;17;98654
12668;Radeon Pro SSG;AMD;16;19;43465
12669;Iris Xe MAX Graphics;Intel;0;14;76040
12670;Radeon RX 470;AMD;4;19;33973
12671;Iris Pro Graphics 5200;Intel;0;16;34652
12672;Radeon R9 370;AMD;2;14;48995
12673;UHD Graphics 630;Intel;0;11;82026
12674;Radeon R5 240 OEM;AMD;2;17;33993
12675;Radeon R7 370;AMD;2;7;73915
12676;HD Graphics 5300;Intel;0;16;13579
12677;Radeon Pro WX 8200;AMD;8;9;80730
12678;Radeon RX 460;AMD;2;8;25799
12679;HD Graphics 4400;Intel;0;20;89741
12680;Radeon Pro V340;AMD;16;14;55885
12681;GeForce RTX 3050 8 GB GA107;NVIDIA;8;11;80963
12682;Radeon HD 8970 OEM;AMD;3;;71243
12683;GeForce RTX 3070 Ti;NVIDIA;8;5;66128
12684;GeForce RTX 3080 12 GB;NVIDIA;12;4;42255
12685;GeForce RTX 4050;NVIDIA;8;6;32167
12686;Radeon R7 250 OEM;AMD;2;4;28268
12687;HD Graphics 530;Intel;0;4;86783
12688;Radeon HD 7950 Monica BIOS 2;AMD;3;5;34736
12689;Radeon R7 260X;AMD;2;10;58922
12690;Iris Xe Graphics 80EU;Intel;0;;96113
12691;Iris Graphics 540;Intel;0;4;33474
12692;GeForce RTX 2070 SUPER;NVIDIA;8;7;87874
12693;GeForce RTX 2080 Ti;NVIDIA;11;16;19750
12694;GeForce RTX 2080 Ti;NVIDIA;11;16;45095
12695;GeForce GTX 1060 5 GB;NVIDIA;5;8;68314
12696;GeForce RTX 3080;NVIDIA;10;20;36400
12697;Radeon HD 7950 Boost;AMD;3;17;96899
12698;Radeon Pro V7350X2;AMD;16;20;13877
12699;Radeon HD 7970 X2;AMD;3;12;91281
12700;GeForce GT 1010;NVIDIA;2;19;18323
12701;HD Graphics 3000;Intel;0;14;27601
12702;HD Graphics P4700;Intel;0;20;27950
12703;Radeon HD 7870 XT;AMD;2;21;4012
12704;GeForce RTX 2080;NVIDIA;8;20;29386
12705;HD Graphics 5600;Intel;0;19;5769
12706;GeForce RTX 3060 Ti GA103;NVIDIA;8;21;34007
12707;Radeon R7 265;AMD;2;13;75954
12708;GeForce GTX 1060 6 GB Rev. 2;NVIDIA;6;19;60575
12709;Iris Xe Graphics G4;Intel;0;4;63350
12710;Radeon R5 340X OEM;AMD;2;7;15159
12711;HD Graphics P3000;Intel;0;20;18331
12712;GeForce GTX 950 Low Power;NVIDIA;2;19;53473
12713;Radeon HD 7970 GHz Edition;AMD;3;19;98919
12714;UHD Graphics 600;Intel;0;20;74762
12715;GeForce GTX 1050;NVIDIA;2;14;27128
12716;Iris Graphics 5100;Intel;0;15;25464
12717;Radeon HD 8570 OEM;AMD;2;14;68042
12718;Radeon R9 Nano;AMD;4;20;32580
12719;Radeon Pro WX 9100;AMD;16;16;98770
12720;Radeon HD 8950 OEM;AMD;3;9;24141
12721;GeForce GTX 1660;NVIDIA;6;20;74492
12722;HD Graphics 510;Intel;0;5;73887
12723;Radeon R7 350;AMD;2;4;68381
12724;Iris Xe MAX Graphics;Intel;0;21;58631
12725;Iris Xe Graphics G4;Intel;0;13;20898
12726;Radeon HD 7870 GHz Edition;AMD;2;9;79114
12727;HD Graphics P630;Intel;0;10;20130
12728;Radeon R9 280;AMD;3;4;30342
12729;Radeon R7 450 OEM;AMD;2;21;59292
12730;UHD Graphics P750;Intel;0;13;89524
12731;GeForce GTX 1630;NVIDIA;4;11;83536
12732;Iris Plus Graphics 640;Intel;0;20;94990
12733;TITAN V CEO Edition;NVIDIA;32;21;57832
12734;Radeon Pro Duo Polaris;AMD;16;11;94572
12735;Radeon Pro W6400;AMD;4;4;28992
12736;Iris Plus Graphics 640;Intel;0;21;91589
12737;GeForce GTX 980 Ti;NVIDIA;6;16;80002
12738;Radeon R5 310 OEM;AMD;2;12;78744
12739;GeForce RTX 3060 GA104;NVIDIA;12;7;17587
12740;GeForce GT 1010;NVIDIA;2;16;55756
12741;HD Graphics 400;Intel;0;14;84385
12742;Radeon Pro W6400;AMD;4;20;90223
12743;GeForce GTX 1060 6 GB GDDR5X;NVIDIA;6;4;39216
12744;Radeon R9 270 1024SP;AMD;2;19;49132
12745;GeForce GTX 1070;NVIDIA;8;9;14307
12746;GeForce GTX 1060 3 GB GP104;NVIDIA;3;11;21696
12747;HD Graphics 3000;Intel;0;13;22747
12748;HD Graphics P5700;Intel;0;9;31080
12749;Radeon R9 270X;AMD;2;19;37952
12750;Radeon HD 8670 OEM;AMD;2;15;47527
12751;HD Graphics P630;Intel;0;5;60104
12752;UHD Graphics 750;Intel;0;18;63062
12753;GeForce RTX 4090;NVIDIA;24;21;75185
12754;GeForce GTX 1060 6 GB GDDR5X;NVIDIA;6;14;67052
12755;GeForce RTX 3060 GA104;NVIDIA;12;15;88427
12756;Radeon Pro WX 7100;AMD;8;5;19031
12757;HD Graphics 5600;Intel;0;13;45526
12758;GeForce RTX 2060;NVIDIA;6;18;59558
12759;GeForce GTX 1050 Ti;NVIDIA;4;13;7849
12760;GeForce RTX 3060 Ti;NVIDIA;8;18;47726
12761;UHD Graphics 16EU;Intel;0;14;43460
12762;GeForce RTX 2070;NVIDIA;8;21;37149
12763;Radeon R9 290X;AMD;4;20;50987
12764;Radeon R9 Nano;AMD;4;17;13631
12765;GeForce GT 1030 DDR4;NVIDIA;2;13;50859
12766;GeForce GT 1030 DDR4;NVIDIA;2;13;92203
12767;Radeon HD 7870 XT;AMD;2;17;43748
12768;Radeon Pro V5300X;AMD;4;8;96601
12769;UHD Graphics 32EU;Intel;0;15;21268
12770;UHD Graphics 64EU;Intel;0;13;12635
12771;GeForce RTX 2080 Ti 12 GB;NVIDIA;12;16;37815
12772;Iris Graphics 6100;Intel;0;16;68191
12773;GeForce RTX 3050 8 GB GA107;NVIDIA;8;15;35133
12774;Radeon Vega Frontier Edition;AMD;16;10;87088
12775;Radeon Pro W5500;AMD;8;17;77849
12776;GeForce RTX 2070 SUPER;NVIDIA;8;8;17777
12777;Radeon Pro WX 3100;AMD;4;5;93832
12778;GeForce RTX 2070 SUPER;NVIDIA;8;;20742
12779;GeForce RTX 2080 SUPER;NVIDIA;8;12;26797
12780;Radeon R9 270;AMD;2;16;33105
12781;Radeon R7 350X OEM;AMD;4;19;92651
12782;GeForce RTX 2080 Ti 12 GB;NVIDIA;12;4;89074
12783;GeForce GTX 1070 Ti;NVIDIA;8;6;16958
12784;Radeon HD 8870 OEM;AMD;2;14;71787
12785;GeForce GTX 1060 6 GB GDDR5X;NVIDIA;6;14;88501
12786;GeForce RTX 2080 Ti;NVIDIA;11;20;1241
12787;HD Graphics P530;Intel;0;6;28201
12788;HD Graphics 5000;Intel;0;6;21939
12789;GeForce RTX 3060 Ti;NVIDIA;8;6;18290
12790;HD Graphics 630;Intel;0;17;64093
12791;HD Graphics 505;Intel;0;7;76873
12792;Iris Plus Graphics 640;Intel;0;4;9786
12793;UHD Graphics 617;Intel;0;9;23224
12794;Radeon R7 340 OEM;AMD;2;10;19119
12795;GeForce GT 1030 GK107;NVIDIA;2;17;96054
12796;GeForce RTX 2070 SUPER;NVIDIA;8;10;73155
12797;Radeon Pro V7300X;AMD;8;9;66819
12798;HD Graphics P5700;Intel;0;10;1691
12799;GeForce RTX 2060;NVIDIA;6;10;65138
12800;HD Graphics 520;Intel;0;7;59978
12801;Radeon R7 430 OEM;AMD;2;20;84521
12802;Radeon R5 330 OEM;AMD;2;4;86910
12803;HD Graphics P530;Intel;0;14;84038
12804;Radeon R7 350;AMD;2;;91097
12805;GeForce GTX 1650 GDDR6;NVIDIA;4;15;44792
12806;Radeon HD 8970 OEM;AMD;3;14;39292
12807;Radeon Pro Duo;AMD;4;9;74712
12808;Radeon R9 390;AMD;8;14;69009
12809;GeForce RTX 3050 OEM;NVIDIA;8;8;77443
12810;Radeon HD 7950;AMD;3;20;12102
12811;Radeon HD 8950 OEM;AMD;3;19;18502
12812;GeForce RTX 2060;NVIDIA;6;4;95838
12813;HD Graphics P3000;Intel;0;13;7263
12814;UHD Graphics 64EU;Intel;0;9;14474
12815;HD Graphics 615;Intel;0;;8567
12816;Radeon RX 460;AMD;2;16;20994
12817;Radeon Pro V520;AMD;8;9;38714
12818;Radeon R9 285;AMD;2;9;32943
12819;UHD Graphics 615;Intel;0;4;48854
12820;Radeon Pro W6800;AMD;32;13;56750
12821;GeForce RTX 4060;NVIDIA;8;8;71921
12822;Radeon R9 295X2;AMD;4;18;3724
12823;Radeon R9 280;AMD;3;15;77309
12824;GeForce GTX 1650 GDDR6;NVIDIA;4;13;28371
12825;GeForce RTX 3080 Ti;NVIDIA;12;5;76315
12826;GeForce RTX 3070;NVIDIA;8;14;29767
12827;GeForce RTX 4080 16 GB;NVIDIA;16;19;63862
12828;UHD Graphics 630;Intel;0;11;3849
12829;Radeon Pro W5500;AMD;8;4;64798
12830;Radeon RX 460;AMD;2;5;33625
12831;Radeon R5 340X OEM;AMD;2;15;63695
12832;GeForce RTX 3070;NVIDIA;8;11;67351
12833;GeForce RTX 3070;NVIDIA;8;17;40710
12834;GeForce GTX 1060 6 GB GP104;NVIDIA;6;18;93141
12835;Radeon Vega Frontier Edition;AMD;16;10;81380
12836;UHD Graphics G4;Intel;0;19;50106
12837;Radeon HD 7950 Boost;AMD;3;12;11482
12838;HD Graphics P3000;Intel;0;8;46008
12839;Radeon R9 295X2;AMD;4;6;49592
12840;GeForce GTX 1660 Ti;NVIDIA;6;18;55824
12841;Radeon HD 7990;AMD;3;9;78454
12842;Iris Plus Graphics 645;Intel;0;15;81888
12843;Radeon Pro W5700;AMD;8;10;28774
12844;UHD Graphics 617;Intel;0;12;11318
12845;Radeon R9 370;AMD;2;14;68136
12846;GeForce GTX 1080 Ti 10 GB;NVIDIA;10;5;36519
12847;GeForce GTX 1060 3 GB;NVIDIA;3;17;5343
12848;UHD Graphics G4;Intel;0;9;3080
12849;UHD Graphics 750;Intel;0;5;71845
12850;Iris Graphics 6100;Intel;0;17;97826
12851;HD Graphics P5700;Intel;0;5;52468
12852;GeForce GTX 1080 Ti 10 GB;NVIDIA;10;19;48728
12853;GeForce RTX 3070 Ti 16 GB;NVIDIA;16;15;84898
12854;Radeon R7 350X OEM;AMD;4;6;96013
12855;GeForce RTX 4080 Ti;NVIDIA;20;16;52108
12856;Radeon HD 8760 OEM;AMD;2;;67151
12857;Radeon Pro V620;AMD;32;15;98031
12858;Radeon Pro V520;AMD;8;14;89998
12859;Radeon Pro WX 2100;AMD;2;7;89413
12860;Iris Graphics 550;Intel;0;21;17220
12861;UHD Graphics 730;Intel;0;5;45568
12862;GeForce RTX 2080 SUPER;NVIDIA;8;8;35137
12863;UHD Graphics 620;Intel;0;6;91880
12864;Radeon HD 7950 Monica BIOS 1;AMD;3;21;92786
12865;Radeon R9 370;AMD;2;16;30950
12866;GeForce GTX 1650;NVIDIA;4;19;55402
12867;GeForce GTX 960 OEM;NVIDIA;3;;7901
12868;GeForce RTX 2060;NVIDIA;6;13;71998
12869;HD Graphics 4200;Intel;0;21;36581
12870;Iris Pro Graphics P555;Intel;0;12;13164
12871;GeForce GTX 1060 6 GB GDDR5X;NVIDIA;6;12;80321
12872;Radeon Pro V7350X2;AMD;16;20;50075
12873;Radeon RX 460;AMD;2;9;77616
12874;Radeon HD 7850;AMD;2;20;95968
12875;GeForce GTX 1060 8 GB GDDR5X;NVIDIA;8;7;67707
12876;GeForce GTX 1060 8 GB GDDR5X;NVIDIA;8;17;7702
12877;HD Graphics 6000;Intel;0;19;5345
12878;Radeon HD 8990 OEM;AMD;3;6;80950
12879;Iris Xe Graphics 96EU;Intel;0;4;24253
12880;UHD Graphics 617;Intel;0;13;77457
12881;GeForce GTX 1060 3 GB;NVIDIA;3;18;10395
12882;GeForce RTX 3070;NVIDIA;8;5;41440
12883;Radeon HD 7870 XT;AMD;2;12;5759
12884;HD Graphics 4200;Intel;0;21;42043
12885;GeForce RTX 4090;NVIDIA;24;7;66991
12886;Iris Plus Graphics 645;Intel;0;14;58403
12887;HD Graphics 5000;Intel;0;20;26385
12888;Radeon Pro WX 5100;AMD;8;15;12047
12889;Radeon Pro V340;AMD;16;9;51661
12890;Radeon R7 240;AMD;2;14;23426
12891;GeForce RTX 4080 Ti;NVIDIA;20;17;87824
12892;HD Graphics 515;Intel;0;21;73112
12893;GeForce RTX 4050;NVIDIA;8;16;95519
12894;Radeon R9 295X2;AMD;4;17;64095
12895;Radeon R9 270;AMD;2;15;10052
12896;GeForce RTX 3050 OEM;NVIDIA;8;6;39676
12897;HD Graphics P4600;Intel;0;15;68244
12898;UHD Graphics 730;Intel;0;9;82635
12899;HD Graphics 620;Intel;0;5;39271
12900;GeForce RTX 3070 Ti GA102;NVIDIA;8;18;80710
12901;Radeon R9 290;AMD;4;16;66675
12902;HD Graphics 510;Intel;0;9;32243
12903;Iris Pro Graphics P6300;Intel;0;8;93694
12904;Radeon Pro W6800;AMD;32;21;1601
12905;GeForce GTX 1630;NVIDIA;4;10;17699
12906;GeForce RTX 3060 8 GB;NVIDIA;8;13;25856
12907;GeForce RTX 3060 Ti GDDR6X;NVIDIA;8;8;50145
12908;Radeon Pro WX 8200;AMD;8;16;76710
12909;UHD Graphics 770;Intel;0;6;65706
12910;Radeon HD 7970 X2;AMD;3;5;66660
12911;Radeon HD 8870 OEM;AMD;2;7;79621
12912;Radeon R5 240 OEM;AMD;2;;3875
12913;Iris Graphics 5100;Intel;0;11;3742
12914;Radeon R9 290X;AMD;4;12;98840
12915;GeForce RTX 3080 Ti 20 GB;NVIDIA;20;16;6436
12916;GeForce RTX 3080 Ti;NVIDIA;12;15;52502
12917;Radeon Pro V5300X;AMD;4;20;75348
12918;Radeon Pro W6800;AMD;32;4;1858
12919;TITAN RTX;NVIDIA;24;11;79006
12920;Radeon R9 295X2;AMD;4;17;66845
12921;Radeon R7 260;AMD;2;6;99090
12922;GeForce RTX 2080 SUPER;NVIDIA;8;10;49814
12923;Radeon Pro W6600;AMD;8;7;52626
12924;HD Graphics P630;Intel;0;20;69393
12925;UHD Graphics P630;Intel;0;16;47756
12926;Radeon Pro W6600;AMD;8;18;76169
12927;Radeon Pro V5300X;AMD;4;16;28150
12928;HD Graphics 515;Intel;0;11;87860
12929;GeForce GTX 1050 Ti;NVIDIA;4;13;76149
12930;UHD Graphics 32EU;Intel;0;18;78231
12931;GeForce RTX 3080 Ti 20 GB;NVIDIA;20;10;63015
12932;Iris Pro Graphics P580;Intel;0;15;82908
12933;GeForce GTX 1660 Ti;NVIDIA;6;8;46319
12934;Radeon HD 8990 OEM;AMD;3;19;77327
12935;Iris Xe Graphics 96EU;Intel;0;10;85863
12936;Radeon HD 7850;AMD;2;11;86275
12937;Radeon R9 360 OEM;AMD;2;12;55510
12938;GeForce RTX 2060 TU104;NVIDIA;6;14;36225
12939;Radeon R9 290;AMD;4;9;17841
12940;GeForce GTX 1650 GDDR6;NVIDIA;4;7;50893
12941;GeForce GTX 1080 Ti;NVIDIA;11;4;35094
12942;GeForce GTX 970;NVIDIA;4;5;44201
12943;Iris Graphics 6100;Intel;0;18;26198
12944;GeForce GTX 1660;NVIDIA;6;14;88408
12945;Radeon R5 430 OEM;AMD;2;11;43180
12946;HD Graphics 5300;Intel;0;21;45237
12947;Radeon HD 8990 OEM;AMD;3;16;82066
12948;Iris Pro Graphics P580;Intel;0;13;9309
12949;GeForce RTX 4060;NVIDIA;8;18;46875
12950;GeForce RTX 4080 Ti;NVIDIA;20;21;66165
12951;Radeon R9 Nano;AMD;4;4;1065
12952;Radeon R7 350;AMD;2;5;34234
12953;Radeon R9 390;AMD;8;6;22030
12954;Radeon R9 390 X2;AMD;8;13;4830
12955;GeForce RTX 3050 OEM;NVIDIA;8;16;56119
12956;GeForce RTX 3070 Ti 16 GB;NVIDIA;16;18;74948
12957;HD Graphics 4600;Intel;0;19;58822
12958;Radeon Pro Duo;AMD;4;5;95578
12959;Radeon HD 7850;AMD;2;;59955
12960;Iris Pro Graphics P555;Intel;0;5;4227
12961;Radeon R7 360 896SP;AMD;2;6;71549
12962;Radeon R7 260X;AMD;2;16;21830
12963;Radeon R9 370X;AMD;2;14;72835
12964;GeForce GTX 1650 TU106;NVIDIA;4;21;54770
12965;Iris Xe Graphics G7 96EU;Intel;0;12;63079
12966;GeForce GTX 1650 TU106;NVIDIA;4;10;87046
12967;Radeon Pro VII;AMD;16;12;3465
12968;Radeon R9 280X2;AMD;3;14;20360
12969;Radeon Pro VII;AMD;16;20;28156
12970;HD Graphics P530;Intel;0;6;44358
12971;GeForce RTX 2070;NVIDIA;8;;98352
12972;Radeon Pro WX 2100;AMD;2;8;96148
12973;HD Graphics 505;Intel;0;7;69588
12974;HD Graphics 505;Intel;0;9;97220
12975;Iris Xe Graphics G7 80EU;Intel;0;19;86582
12976;Radeon Pro V620;AMD;32;18;88474
12977;HD Graphics 2000;Intel;0;10;8374
12978;GeForce RTX 4090 Ti;NVIDIA;48;14;69116
12979;GeForce GTX 1060 6 GB 9Gbps;NVIDIA;6;6;36836
12980;TITAN Xp;NVIDIA;12;;32559
12981;Radeon RX 455 OEM;AMD;2;21;12675
12982;Radeon R9 Nano;AMD;4;12;4325
12983;GeForce RTX 2060 12 GB;NVIDIA;12;21;46413
12984;Iris Pro Graphics P555;Intel;0;13;64206
12985;Iris Plus Graphics 655;Intel;0;;18488
12986;Iris Plus Graphics 640;Intel;0;13;33015
12987;GeForce GTX 1050 Ti;NVIDIA;4;4;15654
12988;Radeon HD 8950 OEM;AMD;3;12;1644
12989;Radeon R7 450 OEM;AMD;2;10;53482
12990;Radeon Pro V7350X2;AMD;16;18;71459
12991;Radeon R9 290X;AMD;4;16;59133
12992;Radeon R5 340X OEM;AMD;2;7;75291
12993;Radeon Pro SSG;AMD;16;12;9763
12994;Iris Plus Graphics 655;Intel;0;17;54153
12995;GeForce RTX 2060 SUPER;NVIDIA;8;14;70571
12996;HD Graphics P4000;Intel;0;20;55001
12997;GeForce RTX 3050 4 GB;NVIDIA;4;21;76893
12998;GeForce RTX 4060;NVIDIA;8;9;47150
12999;Radeon RX 480;AMD;8;10;22375
13000;Radeon Vega Frontier Edition Watercooled;AMD;16;10;74737
13001;Radeon R7 265;AMD;2;21;62719
13002;HD Graphics P530;Intel;0;18;26559
13003;Iris Graphics 550;Intel;0;9;46044
13004;Radeon R9 380 OEM;AMD;4;5;25564
13005;Radeon R7 350 OEM;AMD;2;8;5663
13006;GeForce GTX 1060 6 GB 9Gbps;NVIDIA;6;15;59618
13007;Radeon R9 370;AMD;2;;37381
13008;HD Graphics 505;Intel;0;5;27903
13009;GeForce RTX 2080 SUPER;NVIDIA;8;;4528
13010;UHD Graphics 610;Intel;0;;74174
13011;GeForce RTX 2080 SUPER;NVIDIA;8;10;84496
13012;Radeon Pro WX 5100;AMD;8;21;73806
13013;GeForce RTX 4060 Ti;NVIDIA;10;14;34296
