software_id;computer_id
1895;9916
31889;94889
192894;51938
24947;58375
152406;6252
119075;22367
54244;29059
70690;73792
129374;31019
124458;2330
62517;17816
45409;25483
127095;97419
58855;59976
185871;67652
68891;65377
117829;38489
108887;99191
49619;73330
74361;8254
61709;51488
173625;60604
24340;73477
77210;9792
181599;84756
27279;37676
109009;69605
194470;88316
12626;19363
87913;83143
184230;21530
79888;96931
169898;33391
52493;39628
101679;86198
181387;84913
163371;26430
118417;19413
28638;29709
91353;43648
194565;88561
112741;22300
161205;28610
191396;11878
4611;47293
125570;65924
67548;17613
112385;11493
198419;5875
4893;32306
180470;39771
115241;17068
93796;88924
106034;23027
8286;34221
91052;93404
77632;77036
48958;31585
177022;58072
151637;49915
91611;21102
170836;48556
84464;64746
89842;2465
768;94723
10078;37081
108847;74704
7446;6734
154824;16191
49225;4156
13414;21231
123381;56775
86236;23245
67719;66239
10412;79810
39524;85061
7019;22507
99325;24414
115661;731
62170;44488
71866;57405
151484;62359
75123;93786
80174;96744
29933;15104
19565;86685
80554;29870
185037;86343
32089;63988
78230;8329
14156;32872
127543;68437
176280;27939
40976;7867
197052;34992
119879;87069
38436;71776
183258;63867
117494;72233
7357;79248
111486;52951
45465;65331
30303;23819
133722;59419
194688;69550
14896;24997
87921;97687
95742;73421
23590;94233
18058;43119
58114;71068
24849;13975
114491;77373
2868;49498
170977;13454
140803;2526
73215;30855
53714;50898
66051;18069
139783;22455
79586;3003
182574;19132
199614;69907
135780;23333
143650;7906
104240;42014
116087;37634
152882;86866
180981;57022
115384;82642
81203;51805
98068;88110
158861;54336
66095;87334
1527;54755
115464;31153
83801;90317
15540;69712
198093;74083
118401;41800
156191;26979
81038;30144
191264;3955
80821;23342
145919;5974
158629;96059
7002;70889
101016;88604
17531;63387
151853;54072
183507;38774
23962;14878
112315;51747
182309;55626
20167;37829
46486;17782
42180;69807
92533;72369
85735;29180
36138;85306
80013;37859
27972;67370
11094;74215
79284;60663
141860;37219
17739;24800
119799;81978
110510;86139
115755;48425
46899;3887
29798;19428
175720;73708
91496;21674
31452;49720
108126;47929
54487;56142
18702;71246
184570;9637
120991;17838
105686;69841
190826;98851
10897;44933
168046;73725
88783;82107
151156;15527
95012;72635
25933;19177
5057;8845
20744;29106
133565;22934
199934;29778
139789;86569
121552;63234
111121;6091
32508;85582
21306;86234
144914;32288
93162;56131
33830;68204
49133;86336
115598;83136
163173;92583
28468;51809
48623;24836
97270;75444
57737;69081
173375;38141
173045;41806
20231;6355
76753;99952
149438;16055
8417;88881
45980;90283
40517;42147
186336;22336
40298;80669
148175;30617
1077;66693
123669;83091
80296;35330
24068;31685
153060;12218
180205;67918
189525;53052
124076;8477
101339;4228
22620;49343
160608;1932
66083;50456
57614;75132
1232;80250
22451;94753
199849;7714
61385;64724
165109;27079
39055;75062
157780;10499
197174;84057
199600;78866
123545;13394
175552;16170
55808;1168
38093;33414
83961;91368
12643;90106
67974;75705
112363;30042
178360;78827
65919;22753
190104;23875
143392;31631
132337;36225
78376;10566
197816;56208
63478;53709
53476;16976
124109;92198
164611;26743
16038;96340
35529;76626
162876;55884
75148;29825
122102;42533
193570;36667
12110;93201
35047;18778
70605;93260
77055;16177
98148;6083
71173;58771
84288;29302
182893;28696
94682;17573
94063;18312
58547;17799
83962;60993
10742;86992
59068;57781
191609;44496
1430;3523
31738;74668
21582;75391
184784;20382
126734;65676
140411;95577
159889;17815
129796;69088
180604;11454
143412;7285
151952;61295
166690;53952
44642;51084
90492;30866
59725;763
138723;77971
45371;73238
71872;49975
48923;91660
124251;48633
73;40912
22186;14553
189415;12871
198435;63114
164069;8352
7907;11137
64152;46355
26390;65789
170521;66023
91332;45473
184653;2758
152918;83796
110742;16054
193192;33503
173031;77863
94679;61688
34748;8212
168387;15488
24266;94207
45479;2974
170378;62610
44305;30166
148823;65544
25879;29215
12090;89171
102878;19883
154263;87505
138971;55379
189450;36242
151561;96410
185605;54325
14427;5747
34706;63646
58099;99639
33095;92280
129130;44001
192334;11931
60032;72710
168947;77718
129534;63550
28810;6873
161271;81198
10256;68453
108627;91566
107184;3578
91342;32896
34090;69057
86248;49227
54530;67517
35712;18307
190002;76237
11605;85684
60504;85821
186750;37742
100708;70634
164927;55060
114988;46685
38185;14634
100233;8722
2141;9344
47440;95139
101338;78722
142710;58719
196011;66572
16860;98857
145099;49890
133875;27678
113458;14186
27287;38113
51910;65731
63496;50067
8396;13590
36467;55038
184214;1583
69076;87769
16933;6547
69599;27164
89861;33245
56123;96487
4512;91211
63414;49689
149438;17196
95937;20672
112570;56616
62685;1257
62813;93760
173530;51341
33389;76516
168517;62069
161441;94093
25784;23262
14374;75697
45678;14608
73108;14609
56431;56239
190177;65180
55694;20535
63911;83127
36790;38199
65986;28969
39707;98294
144008;17636
17573;94262
16403;20466
109378;33807
142983;7085
172579;96526
179821;11408
197479;37522
172999;90349
30387;75598
65141;46660
108688;7603
188440;24471
179102;65977
54758;76652
116268;66641
81287;39985
145583;26914
49253;35797
193257;86656
37868;56991
65747;10328
188251;86289
153930;35407
11601;18633
94303;1384
59254;40449
108981;4879
53340;73109
165375;12357
160234;54494
142085;552
26074;97415
94334;53701
85115;11940
7603;90479
31415;24567
85104;58207
132102;76710
181605;23634
146655;37817
11037;58713
114452;41543
38850;51130
128407;82915
30574;9331
185744;31564
183636;79688
117293;89808
109584;63531
82237;59455
111874;58316
52259;49825
62118;10937
63175;70725
35797;24617
114993;53206
71407;84309
182090;74668
135611;63601
47812;11095
8871;99205
158461;34991
191952;63461
2524;19472
5162;20975
28045;33826
147341;35738
46195;58357
144791;46489
134084;77947
26807;68514
181951;35798
182289;7692
74718;46786
42955;207
90513;99316
119865;88043
121791;59176
73744;10558
54448;35511
11546;23477
155618;96887
62841;3894
42084;21025
58285;80126
9457;82207
60543;11468
39291;72479
118307;60892
94221;8795
19924;26250
140129;22059
33617;32971
174010;76891
25670;74467
193900;42953
112913;99005
24660;28638
175191;40048
155608;72586
97739;63697
112425;22203
90057;95769
195822;98280
117983;34509
36822;55430
69245;64435
89384;96247
5667;27089
104662;90640
112481;61670
171982;40882
84705;89576
53095;6846
152230;77047
5889;71147
3077;36588
66022;59188
25964;55726
34260;87049
162927;87532
39335;84453
33492;44102
80653;17336
33875;9225
125419;63725
54681;35110
39224;90421
8052;17135
155196;31323
179457;73782
113388;37280
22533;34750
184325;8282
66008;57836
95066;50703
14457;21896
138844;7232
27938;37250
174420;70239
141294;23476
89041;94794
189239;74601
42992;30105
161339;87112
23006;53283
20211;16884
170886;16804
120046;23326
103688;98870
26899;31202
2371;75891
60832;90779
120191;90164
44611;24999
98919;36078
60477;40737
186515;50543
185216;34539
48084;23306
11057;2543
149883;54968
190570;65452
142592;97492
130449;49027
134320;9545
129826;26427
10345;98760
178053;65859
185874;52930
120658;59411
47270;49665
42712;81811
44424;74751
52577;52851
137091;32875
129708;93928
6572;75227
82354;40937
129276;9996
119243;85972
11832;21012
84521;39753
128026;18196
97405;26258
39318;2376
178157;62557
2543;85607
99780;46076
119181;75366
62454;33621
26932;7959
75474;53128
190141;39729
145194;13467
43865;35716
69504;1400
4609;6190
187420;79261
154387;16227
35999;83348
79380;56854
32499;55374
187052;44057
83723;90481
102291;47674
163807;54640
98233;47675
118153;7444
82169;32898
95055;76996
100724;8372
139924;6180
119560;97630
39365;63321
103631;88535
132818;67975
135945;93953
96262;18406
117890;41085
157453;67785
113174;19697
895;74520
148406;40802
142210;50228
175671;63322
156025;8008
96433;75611
98780;47523
22313;94628
182697;7613
140726;58364
114716;10628
73172;54179
53080;85964
178375;40775
156941;98133
112882;52581
189551;82811
134133;28320
188758;22865
47726;66740
199382;68021
28453;84194
137425;81045
154879;10491
12437;79541
131604;2095
170934;39810
99949;85114
6477;58762
158767;30617
115458;25117
157435;10942
122000;65928
27178;47300
24456;78631
153709;34782
97196;5196
13381;69301
80255;29883
51507;88895
5027;96108
31269;39138
180914;61371
142327;35240
39783;86785
111149;21082
90414;49404
74548;28190
141496;61491
119444;3782
159097;74875
51936;89071
10658;53671
57195;71790
50789;21748
169492;90182
174931;68891
65156;72796
6186;68843
179501;3750
19361;87689
125553;54322
156623;32711
79089;93806
58340;22327
95031;27381
52312;97117
28708;36309
179415;6575
129376;42350
36919;486
197613;44905
97756;26313
64642;9385
180358;92068
80962;12161
41515;16143
140974;11433
3035;29985
79342;18729
189747;21928
29635;26902
42973;67280
70774;32979
47849;65111
128573;19718
194690;96026
64342;98616
160692;3887
176575;63780
158903;94587
33964;85315
8433;4337
126962;75043
177984;91025
123873;55528
139578;4456
133766;32030
40434;18807
105921;9637
151552;39470
159829;88457
28016;43588
76550;788
94270;38705
27832;11915
35404;53358
85958;55738
116338;44289
50881;23120
173534;78606
129176;48556
42723;89191
179147;29084
173332;48350
52802;17926
149176;24282
133964;26696
55536;73023
61460;74445
58479;80812
38112;62077
116289;16059
93794;12276
193223;53029
163122;99244
143767;23407
194919;81688
121153;49960
116566;53882
164493;95102
60456;5392
162917;31395
166082;2041
141925;30219
70466;87607
91423;17858
14384;86042
17059;11687
166555;73752
29913;9550
177510;59573
89830;31853
133674;74138
174552;67848
132382;79899
4217;495
165178;51199
46858;1386
74797;50045
50563;87986
26502;40842
130361;63974
113673;54073
123179;5931
105857;24131
71241;85299
110425;82456
139015;73128
35048;37634
46977;89742
85568;12339
157015;4573
4211;18931
77871;35259
56494;74786
165914;28908
68146;91825
161074;13714
30932;63102
150571;3654
21162;45064
177350;54256
92756;51411
157743;85507
13681;93561
171883;98235
81380;43429
389;94007
140526;62048
106823;85967
105500;69444
81974;65480
150127;25633
65255;11767
21006;63362
109265;86848
83356;31834
117573;65222
51702;63596
25437;24597
99885;14657
68781;60525
42600;39144
97811;58248
155598;43492
79917;69733
181336;7871
96711;71016
137082;80679
74488;26706
29807;61650
62542;32929
75610;85639
193951;6453
55693;2088
21820;27284
197045;8714
92797;6387
154594;39536
112876;53783
176770;33920
173605;81603
190183;53027
91521;89374
109434;13504
188801;80365
184112;79972
891;99905
156142;31218
33646;46174
154355;99789
173177;22652
37386;83712
158158;57927
59636;55954
26133;15850
7847;18513
117591;80904
182974;92756
147572;34483
31232;91264
21861;3752
119047;16392
107275;30796
45559;49733
189295;27587
58755;2502
23968;80106
155245;72269
191464;6777
155632;64329
32819;89310
152903;53700
174951;64790
146698;54398
6884;3032
125918;6132
110429;8068
38768;60934
191258;8469
119934;80997
14856;13705
78803;39663
126910;30882
155946;12615
161258;4750
97290;5282
21018;40575
107545;18596
100036;90977
185829;8595
102822;57838
18194;98824
151922;91534
62431;33623
6223;54656
85164;66276
92910;52968
170970;17291
167961;30994
150945;1015
183809;3513
105909;57348
26749;74809
132419;40822
39058;72346
160799;55988
169591;85946
113802;66071
168575;21687
128193;34078
135231;65381
61952;44282
82260;90957
79130;34439
84314;55443
76097;98414
94392;26046
110710;66812
137892;44038
196348;84061
193959;35305
15155;31328
190774;91405
187152;36871
177121;69708
53149;97860
35390;63105
174065;20566
118100;48822
17918;83367
106921;2237
20314;53753
55623;5479
169849;30933
82734;68444
159688;29994
194461;30466
35900;58944
11472;28689
46345;68980
103517;26458
55707;715
64607;22375
183253;63267
103564;61335
182864;62963
57209;97416
33052;37918
74057;2455
171161;28876
178024;98054
43556;63746
166564;6069
65060;9699
76590;29514
86827;26958
171068;22190
48117;32868
102097;95342
170008;38950
14167;20150
41619;50509
178638;24806
32599;15479
45326;69853
145577;67577
55531;51204
19856;55739
44381;94377
33100;93928
118763;1647
172583;35964
5979;46116
48212;35507
101971;81624
4488;83560
1031;44795
105950;4105
195970;38123
6728;70337
67728;86137
112743;57126
138984;54324
77419;40528
13498;21858
192100;50526
160049;52733
105076;16011
96241;29885
146489;24253
94265;10426
124743;97223
84613;89053
100389;18063
30635;5067
15373;49475
13347;41411
135950;89348
31017;60909
73407;58823
39679;75621
43973;84421
148378;63445
2522;32408
96877;72230
34826;73533
185772;10014
58215;56737
194623;47328
9130;79819
114268;82927
199161;32402
132927;76503
2799;90347
23783;95529
67440;37957
22924;61798
152143;93143
193597;45067
87750;9817
156199;95896
172822;46314
100556;39210
115108;55371
103130;55043
158707;3288
41944;94615
61576;17330
91649;24320
140975;50997
176535;62403
161198;39294
5100;53310
47498;63538
69957;19594
178133;9646
156993;97090
69032;85536
184252;73673
1100;76865
198386;36906
172739;95094
66166;94384
158676;46161
76136;65861
96951;41070
155464;23485
160781;68644
147682;42477
59001;52355
69960;77637
96078;23506
134240;12831
166769;60656
115409;96085
85921;44039
3443;2546
87034;94680
146268;25260
29906;7993
139284;68003
154657;90614
181218;36127
83374;53093
172831;32530
105741;21488
192079;91292
20149;89479
96765;76871
194426;28674
11225;6073
72734;69383
105039;13878
105086;83829
30573;21909
161012;36666
160974;5973
164247;55447
58990;40274
171572;79605
189038;27771
27168;4106
140250;79638
99020;97290
58416;15891
2531;99917
62823;1581
64140;66534
26085;30895
141537;61610
81233;89332
163246;34939
132616;62103
72755;27760
147196;94172
115485;96070
12299;5581
31460;32987
87189;32837
27242;25125
138589;10928
11912;75651
96712;45223
122805;99374
126535;32900
131401;60485
56750;72839
128113;83759
183589;85388
12780;33596
94033;94995
182272;52173
110831;62593
58489;2947
37105;49884
18427;88752
94960;93799
116410;5449
168095;71996
134398;80903
111430;9608
104092;74655
178301;17372
62644;57782
27339;93183
117969;36579
104321;73887
68167;46947
178856;4591
79191;25174
140054;82574
46390;54354
144615;37544
139762;13811
133299;82358
100325;94431
40122;35791
140215;26670
157239;86538
48767;67387
56672;7632
44354;79376
141084;80957
25580;37917
66045;11704
97838;37800
122935;94076
169853;98889
190291;27536
33784;97105
183436;53258
98775;79062
146755;20296
105842;3789
130147;64416
79927;89780
136697;35901
144578;32541
162111;27630
38258;41694
118997;15546
90498;71032
84470;55483
64573;27296
92675;9118
28869;47448
69186;10784
33614;38517
5647;85341
52640;74752
132016;26371
97223;53215
162475;27963
17278;69673
31074;81539
114893;78471
180024;24507
114163;16191
24140;58454
104117;98393
146213;18693
96097;9836
52335;7389
183160;32016
27112;26683
143836;63532
85580;3042
75886;82019
86513;96839
28343;12084
49201;82094
71651;45093
27489;20704
175964;4566
5122;5744
117662;47037
118703;2398
65668;55516
191374;63294
229;39255
48888;89545
116178;89946
165971;60003
70014;43945
184550;72841
149073;6336
72170;37134
130803;491
197942;97891
115841;55911
42086;69121
199614;906
159904;19901
163778;276
193317;87608
189769;59221
16143;3803
120198;14604
34844;90636
82212;79639
36285;61870
115400;38037
91319;69626
191794;80431
150337;11925
97606;69643
153935;52187
25351;32040
165897;60038
115440;90494
122090;18316
66827;69153
13909;16595
191761;98214
34057;91736
125457;73842
134907;49813
5640;75809
76004;26764
118699;31817
283;75266
156497;7708
113193;93847
108353;39237
138588;86265
160470;10920
107412;70105
48483;90525
123281;63647
15625;72397
116383;30842
90864;34435
58400;66691
190879;80893
118923;87875
18166;65406
69007;20590
952;52184
155987;62827
147101;82449
20115;83433
49323;4935
104021;20841
70490;35208
146752;99360
143697;51952
16512;41933
154089;64099
171129;98033
1407;27648
167881;7495
121974;37399
194729;89613
120334;27562
15176;1575
181483;78197
73644;7466
152523;43068
164525;23305
87763;20393
168725;73761
140;42624
160898;91955
173047;52738
102601;67975
174188;39960
156716;56423
128532;12482
157631;2533
9902;91762
191701;40088
145079;18024
30717;36715
95280;56678
179104;9381
69860;43557
73876;94589
109582;63723
19454;83648
164250;98068
87537;60227
127753;9591
125676;33279
117607;12499
193228;64342
138612;90831
17592;35646
107292;29668
119724;42078
138372;84998
181081;10772
70432;31619
189632;4835
43367;29459
5506;42218
15211;34904
83638;99310
176077;73649
88226;92943
66918;73569
94162;5119
122421;12491
30627;54427
193661;29905
50224;47605
173160;43549
63401;6784
50657;66434
48702;72325
101058;54312
179037;59939
155400;92280
41170;27870
120444;36112
106082;15763
68455;49295
147344;87412
22328;71076
61665;78025
138262;94111
96091;16923
121082;74263
42500;31354
188482;22456
96089;37516
172826;72528
159603;80409
1535;68804
73443;84723
103917;24062
64664;90833
48896;92129
102202;75687
77667;1019
185090;11684
60052;8628
31192;92835
180648;30797
69495;89500
34021;60876
56030;53059
84691;56739
57162;67792
39315;21191
83254;45234
147131;80721
133823;55365
92812;26681
45274;80244
184099;97965
176503;53042
143607;81540
180557;45522
4386;6666
66284;95184
86138;71565
30000;55543
150113;66212
14792;29420
144568;39641
49818;77980
193308;93209
142748;49052
82249;40376
147112;34976
184168;77085
110916;12211
75013;60035
78277;85666
144147;45019
165220;76597
46274;54368
181474;11366
20640;84046
18899;53446
89270;27926
173488;35862
12023;28254
80900;4777
48050;51426
198392;48159
160498;43108
126965;18126
132224;9745
4546;20434
79107;65547
97864;33180
48134;20714
46819;57398
51230;28995
171220;77539
194295;24238
64682;79852
198962;65113
130650;83588
133098;71606
34086;91394
39908;30616
132047;24908
20722;40402
67641;65394
13973;89529
49328;34421
123788;38111
102543;45696
133259;27957
59797;60811
38273;80055
160845;85488
66725;29471
89817;8342
28532;64491
106444;66779
140173;39693
5857;91279
6019;92112
100656;85916
91312;94385
188196;49049
73727;60587
189861;71070
98722;53333
122277;21288
125322;55762
69154;24448
861;77024
119521;35976
158766;99143
63477;13009
46109;42925
108982;35203
111326;93017
98342;80587
101056;54231
117085;13761
124111;27489
70118;69386
46479;80169
47622;47662
169608;50465
98976;40979
167470;79201
24942;20075
187627;40869
142498;53267
61941;17737
160640;32836
76464;41548
89955;98177
167828;32495
132045;85540
106931;14695
39095;36349
32471;55691
94693;50091
65548;83915
50714;41838
109214;75712
90781;98444
135801;42814
12847;80365
118479;53711
84269;11559
19207;25006
90869;44488
86584;81933
95124;77842
83179;80094
70904;70371
162563;45697
44511;50837
110906;37158
4864;14686
68004;25306
122620;42530
198269;58816
108827;27599
194066;6517
11483;61093
167714;27378
96594;37363
60655;84379
125440;83008
75357;73886
185337;93405
63862;10390
129501;61498
92151;62569
109340;55750
49295;59175
180139;23807
111810;691
7364;55626
168560;98470
109165;8057
191129;86827
48046;21625
140752;67196
106236;4211
28747;78996
197097;55288
62276;72610
126714;16926
152984;68531
12660;5836
197382;80747
50358;40464
26226;13460
98784;77131
131031;65084
64595;91483
99685;11171
39078;95509
162342;54604
16186;93814
101188;76974
105937;54726
145032;99829
26145;48248
46281;7892
1060;28485
141824;30868
74256;705
21831;41735
12082;73637
113079;68898
43313;49520
87783;64023
127186;70381
68996;36074
12441;347
120586;28697
115808;89187
80941;37607
7522;74023
138510;27145
42270;9627
53322;76069
52304;44237
20460;31362
86043;64588
100204;81595
197684;58390
53879;6835
133117;2788
175639;84027
92998;69225
95372;5882
122244;4751
6034;90276
86606;88367
117524;65754
171877;85328
96035;20189
99654;34550
38124;57902
57373;65290
142459;6
156261;35520
124974;31991
51937;89141
63772;70718
17586;84380
162754;62278
198125;84973
120501;82123
53608;74384
110841;8736
74002;6355
78415;26300
184124;90337
150912;40
141942;47023
64973;16775
132526;54331
43757;16498
25803;41187
51867;99282
60139;35902
53179;93489
4999;30042
21173;73730
176139;31187
174874;79904
107455;27665
101007;58046
170188;72271
109254;58281
42258;62173
25084;14888
116328;8062
14351;27040
43950;30903
40785;12671
178062;43611
92321;94243
12383;90716
190091;57864
155957;83738
5129;96840
135276;4622
87328;99180
70383;38837
17512;58342
153191;91498
124129;42916
22921;20190
53788;3977
110221;81490
70906;83711
57578;84830
63243;13106
86125;70783
115673;95941
42968;87910
74475;76335
18887;30127
68275;74284
123777;96378
145087;65468
178180;98338
92966;92052
15013;89234
3452;59778
54610;86690
117989;23591
1208;28233
29961;88354
66257;15633
94312;13886
23654;43955
98863;82940
41242;11650
112323;78449
117009;30753
122656;2794
123239;52840
128169;54970
66104;3213
176979;550
38915;5728
117394;47749
196640;79800
158065;93022
35256;91521
5906;18416
180212;73831
140284;43604
60484;64320
128129;28042
131586;91224
1461;68874
181072;76963
55887;83250
181262;18741
73842;96157
150791;50451
134603;9886
131666;84587
137635;13793
182903;19480
28803;32564
44928;44772
11437;41524
64659;84946
150247;2214
191221;84098
190162;81722
94576;21612
28938;63644
125165;16909
7213;69963
5345;55692
26199;40898
29720;50050
14925;24501
173535;35207
122367;40053
190987;93769
171141;32839
41269;30556
107042;71247
63608;27175
160587;82157
78753;1533
76166;72427
86424;10963
105536;60070
15791;5230
197474;16602
163598;54784
147080;7669
16638;34607
100695;89013
161767;51628
183158;9256
50948;83944
48792;70784
60563;86006
26623;97492
130795;65110
14373;66273
196951;40477
174226;15715
11839;49872
189645;36110
33137;30642
45370;75524
138126;49218
72719;36942
72909;87616
170031;65858
184755;6395
129571;85306
69518;1245
116871;80818
68108;97368
160030;40603
171517;89767
177168;75831
1221;55546
115113;28525
162181;72634
59160;23290
4988;84176
150693;44486
60775;9922
46577;11246
42844;41479
135074;40078
190621;36216
135029;77491
66759;97626
11324;58535
163295;38118
182691;24464
162220;57446
102470;72003
192130;12457
119308;352
187132;20694
151412;86020
105440;10686
24421;43911
187496;39503
66899;97515
157512;8163
66487;14647
14352;22339
127589;96010
57442;97396
35409;6871
100409;75818
94333;55089
128621;99171
169826;17168
38121;76139
30885;81819
10975;9173
41267;41840
817;46512
53705;50526
75485;57546
59;5539
144365;57972
158115;33652
11021;1502
6417;4988
134046;43055
169553;60516
118680;55774
199444;5661
39503;80321
7780;86723
17362;2796
164101;62374
23025;65847
160223;57476
176849;58376
144553;82849
7094;9378
37145;94814
76051;94581
191708;10622
175825;41163
119793;47026
3797;55384
62277;67077
75152;88169
10183;51537
129105;80851
77027;1309
101679;25476
107226;43854
13901;11632
134549;3932
157062;98700
62470;52878
158100;44930
166850;53646
151747;90975
169841;66328
144192;72690
17405;4851
181154;82324
27492;73879
60837;75909
141231;55907
174473;20082
22716;90157
8846;42821
45116;50959
62584;57833
94828;75989
48953;29061
35552;11220
141983;63627
11869;77190
2366;5489
48367;48304
64114;18827
27618;75989
86865;92566
127248;43805
79261;70109
110687;64302
52056;86416
33867;20379
3956;99438
195756;97027
25909;23390
195350;55917
177589;33895
148489;34739
36052;74771
141247;26005
137269;49287
29816;14398
97091;31803
9662;54488
405;49806
125683;36430
154682;81193
188920;55313
54539;83499
82724;79543
74438;47963
161268;87356
143082;57503
56118;70276
159417;53884
178597;43126
64136;57798
61329;81240
43052;30558
196729;95471
96316;91631
123226;11748
185652;86535
173190;57552
126357;87750
140153;18676
187888;28455
124042;14798
156391;44299
141223;32102
100915;54941
83122;14651
6622;1059
48726;14411
182484;19264
124813;83700
75400;66998
153002;3638
109516;2589
181466;17030
142361;98611
176985;45253
62196;38392
11318;99727
165336;66941
88282;70216
89997;37279
99623;9133
181618;65639
87610;64447
110369;96353
85765;70085
40818;25771
187289;22353
69414;16198
19446;81219
8921;33637
146103;82982
122177;13890
74065;30772
186252;48522
49885;78863
126240;993
144211;47337
55701;38782
172300;51164
13037;3285
105792;74153
4613;85749
192137;28193
83070;9337
101954;98383
156767;58573
71703;43949
109762;85436
119037;72059
47746;83150
149721;99820
159533;6759
35229;24701
58279;27172
51773;29870
168254;1470
156752;49672
25428;45068
109719;12391
141801;95354
65505;7945
138212;5427
29149;70751
94290;13179
21723;52601
89459;2783
64594;71520
106128;55044
33675;32830
61632;23672
84650;51847
169223;23532
88306;99635
66050;67691
95869;37236
111853;204
157747;80235
37559;708
105626;6127
53031;49867
169198;55575
65896;50623
10238;63942
123805;43472
134610;73682
170521;25051
64428;61858
45826;25439
98638;76624
68010;11291
115603;71956
197110;33116
148300;90805
107649;54211
80282;33196
35008;9687
8345;51177
3453;27064
101060;73164
188241;78447
73222;19888
118023;59031
130481;11197
99914;74552
96907;29835
196945;11462
173975;4991
175134;43270
87081;14039
12093;57314
154760;7798
2386;25337
58585;14185
136093;98345
94329;68139
147233;76959
60611;68210
61208;70688
104064;7712
143277;25160
64841;80114
162504;17169
20509;89505
95502;24223
178723;59371
135766;31733
97410;23516
52499;41609
34331;7953
39578;98974
99733;5519
183743;26365
196616;24760
17598;25025
1873;78273
134218;28267
73256;66245
109453;781
27793;24782
27257;75373
158799;54482
2615;47617
124116;19438
30946;53311
123299;87579
3338;62761
35710;8887
110791;6708
158767;79491
193101;10131
61049;27811
44600;27449
109685;38170
171778;92648
15559;34660
162553;82087
119767;38253
75447;88195
94873;54122
46365;25892
19678;46877
156255;44499
149723;4945
40341;26236
24897;81638
106753;64447
195961;26217
113135;74321
96843;96736
74904;63871
156993;32918
97517;43223
165821;74176
111760;73113
20238;84281
149459;1533
59917;78927
176913;16099
130469;72851
95851;96255
76571;52279
151341;21698
35913;46996
73893;63123
83005;99576
20240;28477
134577;65255
102858;26250
55193;88777
131736;32699
144485;72260
59450;95300
43136;91043
170826;48150
95783;24259
133004;75175
46550;58508
1302;24671
131385;82353
5568;2014
167394;18263
153221;98066
96638;1921
83800;661
162098;80647
114989;4875
196298;46174
130908;52574
147028;50413
90941;92007
150800;55983
97818;29893
129285;23816
5533;67195
106407;62108
68214;66332
45287;6785
13648;85142
86036;34899
101689;33128
107771;90062
138423;4713
12564;74611
25035;48208
83084;17867
99953;68718
131217;30478
16445;84593
86849;59172
9295;78393
67536;96109
21916;48296
23152;80201
20066;47646
117851;43652
33450;29059
24792;39248
129903;70327
111315;62718
113358;51912
195191;25597
10820;16829
21745;50770
15286;33259
107822;39365
152003;9239
183632;51402
148558;13434
133807;92522
23889;29436
30501;61719
155214;57371
179369;15419
138327;29800
103032;93160
139888;63260
53747;49379
136963;15524
75690;14378
171426;90855
96632;62156
36196;5048
9911;25537
53735;64547
195788;56833
118214;67936
192733;1406
188872;65192
58646;56027
53253;19998
94579;95343
185139;70998
167048;29452
38269;99495
157398;64342
97084;24333
193908;48650
196631;94500
9813;49702
156155;39527
6455;20639
45937;88980
112043;31488
162070;48041
185132;19038
8684;1324
131336;72672
196689;63918
115055;92129
19355;14695
23379;45688
149681;34995
112617;7822
185966;66690
3454;73781
147899;87020
41739;97371
187744;15570
104961;59871
69070;79896
41601;34836
199273;49675
67763;7703
21882;34207
150128;87669
151090;29986
118681;13003
114813;32617
167520;84007
182907;71642
189654;39937
188496;30752
27969;20144
161027;60355
79029;70369
53018;8541
138736;13248
154250;7340
27824;57046
145637;50003
55475;24248
142025;31910
12238;85278
73462;18473
76256;97032
165119;93185
35536;77447
116976;47067
189959;55271
19889;48092
88234;15051
48283;8755
76961;73741
12637;59091
39827;27962
108064;6420
21517;40149
97310;60548
170298;10244
154119;25867
30127;635
164571;9613
164503;72213
146136;56619
162291;44158
8503;91568
119966;11819
165148;35837
180548;64303
66212;56533
184743;6217
48732;5721
44543;41369
115580;29267
111666;63601
46811;10729
45866;45096
197554;7896
187545;11839
154329;38285
159945;85650
80811;75055
119056;68944
69593;10355
73490;44018
150326;89369
161286;65551
199867;77403
113440;92370
171263;37277
90302;25433
180536;68410
171259;64459
82549;14939
166129;76143
87589;38731
96214;42304
161896;90011
180727;76132
172425;7996
181836;23442
22620;79455
101413;20177
76882;17461
75969;618
189360;74086
9353;64113
1996;67605
65066;87133
93543;83142
138291;84618
42260;64797
119910;6845
117638;49933
182224;33004
92112;93118
76330;50783
185441;47636
126618;12742
24024;7559
175811;40343
70449;49507
90270;70155
149643;43891
1957;71291
191463;36777
58170;41018
199313;78129
199931;66679
20454;31840
162903;75572
41690;41879
146801;98673
20416;56696
17150;68020
26509;81923
183244;56484
121388;30426
90492;97986
130349;45980
9469;15676
168260;86855
36260;44369
48553;43743
74736;70126
138128;68843
128231;43598
38987;21732
157959;90902
155808;66786
186680;38075
98364;96994
52864;42630
70447;34716
168286;27626
123258;58923
154060;81084
71270;62750
104050;81074
100191;23775
40323;6101
195402;83821
9628;38669
12249;87801
113774;25729
106571;64813
27578;85419
186746;13848
4164;86328
41181;81165
64550;43210
176135;19842
173338;81492
39089;14155
119857;64876
14940;80214
101327;61531
139730;90960
169118;70771
58419;87855
