id;memory;ram_stick_type;clock_speed
4526;2;DDR1;1066
4527;16;DDR1;2666
4528;32;DDR4;1333
4529;8;DDR2;667
4530;4;DDR3;4400
4531;4;DDR1;1333
4532;8;DDR3;200
4533;2;DDR4;266
4534;16;DDR2;533
4535;16;DDR2;1066
4536;4;DDR4;3600
4537;2;DDR4;800
4538;4;DDR1;4000
4539;4;DDR3;333
4540;8;DDR1;1600
4541;16;DDR3;266
4542;2;DDR4;800
4543;32;DDR3;1333
4544;4;DDR1;1333
4545;16;DDR3;2666
4546;2;DDR1;1333
4547;4;DDR2;1600
4548;8;DDR4;1066
4549;8;DDR4;3600
4550;16;DDR2;2400
4551;32;DDR3;800
4552;4;DDR3;4400
4553;2;DDR4;800
4554;4;DDR1;3200
4555;8;DDR1;3600
4556;2;DDR1;300
4557;32;DDR1;1000
4558;32;DDR3;3600
4559;8;DDR1;1333
4560;4;DDR3;2666
4561;4;DDR2;1333
4562;32;DDR1;533
4563;8;DDR1;533
4564;16;DDR2;1333
4565;32;DDR1;266
4566;16;DDR4;3000
4567;4;DDR3;3000
4568;8;DDR4;533
4569;32;DDR1;1066
4570;2;DDR1;2666
4571;16;DDR3;2666
4572;4;DDR2;3000
4573;4;DDR2;3200
4574;8;DDR4;667
4575;32;DDR2;4400
4576;8;DDR3;1333
4577;32;DDR2;533
4578;2;DDR4;4400
4579;8;DDR4;800
4580;2;DDR3;800
4581;32;DDR2;1600
4582;2;DDR3;333
4583;2;DDR4;1600
4584;16;DDR4;2400
4585;32;DDR3;2400
4586;8;DDR4;1000
4587;16;DDR2;4400
4588;32;DDR3;800
4589;32;DDR2;333
4590;2;DDR1;1333
4591;16;DDR2;200
4592;4;DDR2;4000
4593;8;DDR3;1000
4594;32;DDR3;800
4595;16;DDR4;4400
4596;32;DDR1;2400
4597;2;DDR1;333
4598;8;DDR3;1333
4599;2;DDR2;800
4600;32;DDR4;1066
4601;32;DDR1;4400
4602;16;DDR1;333
4603;2;DDR3;1600
4604;2;DDR3;1000
4605;4;DDR4;3000
4606;4;DDR2;1066
4607;16;DDR4;3200
4608;32;DDR2;3200
4609;2;DDR3;3200
4610;8;DDR3;3600
4611;32;DDR4;2400
4612;2;DDR4;2400
4613;16;DDR4;1000
4614;32;DDR3;667
4615;4;DDR1;533
4616;8;DDR4;400
4617;16;DDR2;2666
4618;2;DDR4;800
4619;8;DDR1;3000
4620;16;DDR2;2666
4621;16;DDR4;3600
4622;4;DDR2;2400
4623;2;DDR4;1066
4624;8;DDR1;2933
4625;4;DDR3;667
4626;2;DDR2;200
4627;4;DDR1;667
4628;32;DDR2;1600
4629;4;DDR3;400
4630;8;DDR3;1333
4631;32;DDR2;200
4632;4;DDR1;2400
4633;32;DDR2;333
4634;2;DDR3;4000
4635;8;DDR3;3000
4636;2;DDR4;800
4637;8;DDR2;1066
4638;8;DDR2;1600
4639;16;DDR4;3200
4640;16;DDR3;1600
4641;8;DDR3;1600
4642;32;DDR1;300
4643;16;DDR3;2400
4644;8;DDR4;266
4645;8;DDR2;4400
4646;8;DDR3;800
4647;8;DDR3;3200
4648;8;DDR4;400
4649;32;DDR4;200
4650;4;DDR4;400
4651;32;DDR4;3000
4652;16;DDR3;800
4653;8;DDR4;333
4654;16;DDR3;4400
4655;4;DDR3;4400
4656;2;DDR4;800
4657;4;DDR3;3200
4658;2;DDR4;667
4659;4;DDR2;4000
4660;32;DDR2;1333
4661;8;DDR4;3200
4662;2;DDR1;1066
4663;4;DDR4;200
4664;8;DDR1;800
4665;2;DDR3;3000
4666;2;DDR2;2666
4667;4;DDR3;4400
4668;8;DDR1;2400
4669;16;DDR1;2933
4670;32;DDR3;3000
4671;8;DDR3;800
4672;2;DDR2;4400
4673;16;DDR2;300
4674;2;DDR4;1600
4675;8;DDR4;800
4676;4;DDR4;1600
4677;4;DDR1;400
4678;8;DDR3;2666
4679;2;DDR2;1600
4680;16;DDR1;800
4681;2;DDR1;800
4682;16;DDR1;266
4683;4;DDR4;800
4684;8;DDR3;3200
4685;32;DDR1;333
4686;8;DDR3;200
4687;2;DDR3;533
4688;8;DDR1;2400
4689;32;DDR4;4000
4690;8;DDR4;2400
4691;32;DDR2;1600
4692;8;DDR3;1000
4693;32;DDR3;266
4694;16;DDR4;800
4695;4;DDR4;333
4696;32;DDR3;1000
4697;8;DDR4;3200
4698;8;DDR1;300
4699;4;DDR4;3200
4700;32;DDR2;3200
4701;4;DDR2;1600
4702;4;DDR3;3000
4703;32;DDR4;1000
4704;16;DDR1;800
4705;4;DDR2;300
4706;16;DDR4;3000
4707;8;DDR1;1066
4708;16;DDR1;800
4709;2;DDR4;333
4710;8;DDR1;400
4711;16;DDR3;200
4712;8;DDR4;800
4713;8;DDR3;400
4714;2;DDR2;2400
4715;8;DDR2;1333
4716;8;DDR3;3000
4717;16;DDR2;4000
4718;4;DDR3;200
4719;4;DDR2;800
4720;2;DDR4;2666
4721;32;DDR1;2666
4722;16;DDR3;3600
4723;16;DDR1;300
4724;2;DDR2;3200
4725;32;DDR1;200
4726;8;DDR2;800
4727;32;DDR2;1000
4728;16;DDR1;400
4729;2;DDR1;300
4730;8;DDR3;1000
4731;32;DDR4;3000
4732;16;DDR3;266
4733;2;DDR2;533
4734;16;DDR1;1333
4735;8;DDR3;4000
4736;4;DDR2;333
4737;4;DDR1;667
4738;4;DDR4;333
4739;2;DDR1;1000
4740;32;DDR2;533
4741;32;DDR2;1066
4742;16;DDR4;2933
4743;16;DDR3;333
4744;32;DDR3;800
4745;4;DDR4;266
4746;8;DDR2;400
4747;4;DDR2;300
4748;2;DDR3;266
4749;2;DDR1;667
4750;2;DDR2;2400
4751;2;DDR4;300
4752;32;DDR2;800
4753;16;DDR2;800
4754;8;DDR3;800
4755;16;DDR3;1333
4756;4;DDR1;3200
4757;16;DDR3;2933
4758;16;DDR2;800
4759;16;DDR2;2400
4760;2;DDR2;800
4761;8;DDR2;1333
4762;16;DDR4;3200
4763;32;DDR4;4000
4764;2;DDR2;800
4765;8;DDR2;1333
4766;2;DDR1;333
4767;32;DDR4;1600
4768;4;DDR1;3000
4769;16;DDR4;800
4770;4;DDR2;2666
4771;16;DDR2;2400
4772;16;DDR4;2933
4773;16;DDR2;1333
4774;32;DDR3;4000
4775;2;DDR1;800
4776;32;DDR3;266
4777;32;DDR1;1066
4778;16;DDR3;1333
4779;32;DDR2;200
4780;16;DDR1;2933
4781;2;DDR4;3200
4782;4;DDR2;1000
4783;8;DDR2;3200
4784;4;DDR4;4400
4785;4;DDR1;1066
4786;8;DDR2;800
4787;32;DDR1;200
4788;8;DDR2;333
4789;8;DDR3;800
4790;32;DDR2;266
4791;16;DDR1;2400
4792;32;DDR1;1066
4793;8;DDR1;2933
4794;32;DDR3;300
4795;4;DDR2;1333
4796;8;DDR3;2933
4797;32;DDR1;2400
4798;8;DDR3;3000
4799;4;DDR3;3000
4800;4;DDR1;800
4801;16;DDR2;533
4802;2;DDR4;800
4803;2;DDR4;800
4804;16;DDR3;200
4805;4;DDR4;266
4806;32;DDR4;800
4807;8;DDR4;2400
4808;16;DDR2;200
4809;8;DDR2;533
4810;32;DDR3;3600
4811;8;DDR3;1066
4812;16;DDR1;533
4813;2;DDR2;200
4814;2;DDR3;333
4815;16;DDR1;1066
4816;4;DDR1;333
4817;2;DDR2;333
4818;4;DDR2;4000
4819;32;DDR3;266
4820;8;DDR4;333
4821;4;DDR3;1333
4822;4;DDR2;300
4823;16;DDR2;1333
4824;4;DDR1;1000
4825;32;DDR4;3200
4826;2;DDR2;3000
4827;4;DDR4;266
4828;32;DDR1;800
4829;4;DDR4;800
4830;4;DDR1;2933
4831;8;DDR2;3200
4832;2;DDR2;1600
4833;16;DDR1;1333
4834;4;DDR4;1600
4835;8;DDR1;667
4836;8;DDR2;3200
4837;16;DDR1;333
4838;4;DDR1;2666
4839;8;DDR4;300
4840;8;DDR1;2666
4841;16;DDR3;2933
4842;4;DDR4;2400
4843;32;DDR1;2933
4844;2;DDR1;2666
4845;8;DDR2;4400
4846;16;DDR2;667
4847;16;DDR3;1066
4848;32;DDR2;2400
4849;16;DDR3;200
4850;32;DDR4;800
4851;32;DDR4;266
4852;32;DDR2;266
4853;32;DDR1;4400
4854;32;DDR1;1000
4855;32;DDR1;300
4856;8;DDR1;300
4857;16;DDR2;3000
4858;4;DDR1;3200
4859;16;DDR1;3000
4860;16;DDR1;800
4861;2;DDR1;3600
4862;2;DDR3;1333
4863;2;DDR3;667
4864;4;DDR1;3200
4865;4;DDR1;1066
4866;16;DDR1;266
4867;4;DDR3;3600
4868;32;DDR1;333
4869;8;DDR2;2933
4870;4;DDR2;333
4871;2;DDR1;1333
4872;4;DDR3;800
4873;4;DDR1;4000
4874;4;DDR2;1000
4875;2;DDR3;3200
4876;4;DDR3;1000
4877;2;DDR2;3600
4878;32;DDR1;3600
4879;2;DDR1;2400
4880;32;DDR2;333
4881;2;DDR1;1000
4882;32;DDR3;533
4883;2;DDR2;1600
4884;16;DDR4;1600
4885;8;DDR2;1000
4886;8;DDR4;1000
4887;32;DDR3;300
4888;4;DDR2;300
4889;4;DDR3;2400
4890;2;DDR2;3000
4891;16;DDR2;533
4892;2;DDR3;1600
4893;16;DDR1;533
4894;32;DDR4;800
4895;32;DDR1;1600
4896;32;DDR3;266
4897;2;DDR3;4000
4898;8;DDR4;3200
4899;2;DDR4;4400
4900;16;DDR2;1000
4901;16;DDR3;4400
4902;32;DDR4;2666
4903;8;DDR3;266
4904;32;DDR3;3600
4905;8;DDR3;1000
4906;2;DDR3;1000
4907;2;DDR1;2666
4908;32;DDR2;4000
4909;32;DDR1;1600
4910;32;DDR3;3600
4911;32;DDR2;1066
4912;8;DDR1;2400
4913;4;DDR4;2933
4914;8;DDR4;3000
4915;16;DDR3;1000
4916;8;DDR4;1000
4917;4;DDR3;3000
4918;32;DDR1;400
4919;32;DDR4;533
4920;2;DDR1;800
4921;16;DDR4;1066
4922;32;DDR4;3600
4923;2;DDR1;1600
4924;2;DDR3;266
4925;8;DDR1;2400
4926;16;DDR4;266
4927;8;DDR4;1600
4928;2;DDR1;1333
4929;4;DDR1;266
4930;16;DDR1;3200
4931;8;DDR3;3200
4932;8;DDR1;3000
4933;16;DDR1;200
4934;16;DDR1;2933
4935;8;DDR3;800
4936;4;DDR1;533
4937;2;DDR3;2666
4938;8;DDR2;300
4939;32;DDR2;800
4940;2;DDR1;266
4941;16;DDR4;3200
4942;16;DDR4;2666
4943;2;DDR3;3200
4944;32;DDR2;533
4945;32;DDR3;1000
4946;4;DDR4;667
4947;16;DDR4;2933
4948;16;DDR3;2933
4949;16;DDR2;533
4950;32;DDR1;800
4951;16;DDR2;266
4952;32;DDR2;2933
4953;8;DDR4;1600
4954;32;DDR1;400
4955;2;DDR3;1600
4956;2;DDR3;266
4957;32;DDR2;300
4958;16;DDR4;266
4959;16;DDR2;1333
4960;32;DDR2;333
4961;32;DDR4;200
4962;8;DDR1;4000
4963;32;DDR3;533
4964;2;DDR1;667
4965;16;DDR1;333
4966;4;DDR3;200
4967;32;DDR2;2666
4968;2;DDR3;200
4969;2;DDR2;400
4970;2;DDR1;3000
4971;32;DDR4;667
4972;16;DDR1;400
4973;32;DDR1;3000
4974;16;DDR4;200
4975;4;DDR4;1066
4976;16;DDR3;200
4977;4;DDR1;400
4978;2;DDR2;200
4979;4;DDR4;4000
4980;16;DDR2;4400
4981;2;DDR2;266
4982;32;DDR2;200
4983;16;DDR2;1000
4984;8;DDR3;200
4985;4;DDR3;2400
4986;32;DDR2;1066
4987;4;DDR2;1333
4988;2;DDR3;1333
4989;2;DDR3;2933
4990;2;DDR1;4400
4991;4;DDR2;1000
4992;8;DDR1;2666
4993;4;DDR3;667
4994;4;DDR3;2933
4995;4;DDR4;2400
4996;2;DDR3;1333
4997;8;DDR4;2400
4998;4;DDR1;2666
4999;4;DDR3;3200
5000;2;DDR4;4400
5001;32;DDR4;3600
5002;8;DDR2;3600
5003;32;DDR1;533
5004;8;DDR1;400
5005;32;DDR2;1000
5006;2;DDR2;4000
5007;32;DDR3;333
5008;16;DDR1;667
5009;32;DDR2;1000
5010;4;DDR2;2400
5011;32;DDR1;400
5012;16;DDR1;667
5013;32;DDR4;3200
5014;8;DDR4;800
5015;32;DDR2;1000
5016;32;DDR2;333
5017;16;DDR4;3000
5018;16;DDR3;333
5019;16;DDR1;300
5020;16;DDR4;2666
5021;4;DDR2;3000
5022;16;DDR3;266
5023;32;DDR1;400
5024;2;DDR1;1600
5025;2;DDR4;266
5026;2;DDR1;4400
5027;2;DDR1;800
5028;4;DDR3;400
5029;2;DDR1;300
5030;2;DDR1;1000
5031;4;DDR3;3600
5032;32;DDR3;533
5033;8;DDR1;3600
5034;16;DDR2;3000
5035;2;DDR4;333
5036;16;DDR3;800
5037;8;DDR1;2666
5038;2;DDR4;1066
5039;16;DDR4;1000
5040;16;DDR3;400
5041;2;DDR4;333
5042;4;DDR2;333
5043;8;DDR2;667
5044;32;DDR2;300
5045;32;DDR2;1000
5046;4;DDR4;266
5047;16;DDR1;4000
5048;16;DDR3;1000
5049;2;DDR2;1000
5050;8;DDR3;2400
5051;2;DDR2;3200
5052;8;DDR1;800
5053;2;DDR3;400
5054;32;DDR3;1333
5055;8;DDR4;200
5056;4;DDR4;1066
5057;16;DDR1;533
5058;32;DDR4;266
5059;8;DDR3;533
5060;8;DDR4;333
5061;2;DDR4;1333
5062;16;DDR3;2666
5063;32;DDR4;3200
5064;16;DDR4;3200
5065;16;DDR4;800
5066;4;DDR1;800
5067;4;DDR2;1066
5068;4;DDR3;1000
5069;2;DDR4;533
5070;8;DDR2;667
5071;2;DDR2;4000
5072;8;DDR1;3600
5073;4;DDR4;300
5074;2;DDR2;3200
5075;8;DDR4;333
5076;2;DDR2;200
5077;4;DDR3;266
5078;2;DDR2;400
5079;8;DDR1;2666
5080;8;DDR2;533
5081;2;DDR3;4400
5082;8;DDR3;3200
5083;2;DDR1;1000
5084;32;DDR3;1066
5085;4;DDR4;4000
5086;2;DDR3;2400
5087;32;DDR2;1066
5088;8;DDR3;3600
5089;2;DDR4;200
5090;2;DDR4;4400
5091;32;DDR2;3000
5092;8;DDR2;533
5093;16;DDR1;2933
5094;16;DDR3;2933
5095;4;DDR1;3200
5096;8;DDR1;4400
5097;16;DDR2;2933
5098;2;DDR1;300
5099;16;DDR1;200
5100;8;DDR1;3200
5101;32;DDR3;266
5102;8;DDR2;667
5103;8;DDR2;266
5104;32;DDR1;800
5105;32;DDR1;200
5106;2;DDR3;2933
5107;16;DDR2;1000
5108;32;DDR3;800
5109;16;DDR2;2933
5110;32;DDR2;3200
5111;16;DDR1;800
5112;4;DDR1;2666
5113;32;DDR3;4000
5114;16;DDR1;3200
5115;4;DDR3;667
5116;2;DDR3;1000
5117;4;DDR2;533
5118;32;DDR3;200
5119;32;DDR1;1066
5120;16;DDR4;3600
5121;8;DDR2;2400
5122;2;DDR1;3000
5123;32;DDR4;4400
5124;4;DDR2;3200
5125;2;DDR1;1333
5126;2;DDR1;2400
5127;32;DDR3;2933
5128;32;DDR3;300
5129;4;DDR1;266
5130;2;DDR1;2400
5131;8;DDR2;400
5132;2;DDR2;1066
5133;4;DDR1;2933
5134;16;DDR1;1066
5135;32;DDR2;1600
5136;32;DDR1;667
5137;8;DDR2;1333
5138;16;DDR1;3200
5139;16;DDR4;1000
5140;8;DDR4;1333
5141;4;DDR2;200
5142;2;DDR3;3600
5143;16;DDR1;1600
5144;16;DDR4;1333
5145;8;DDR1;800
5146;2;DDR2;800
5147;8;DDR1;1333
5148;4;DDR1;1000
5149;16;DDR2;4000
5150;16;DDR2;667
5151;4;DDR1;2400
5152;32;DDR3;1000
5153;2;DDR3;266
5154;16;DDR3;3200
5155;8;DDR3;800
5156;8;DDR3;2400
5157;8;DDR3;2400
5158;2;DDR4;333
5159;2;DDR4;3200
5160;32;DDR2;300
5161;32;DDR2;2666
5162;4;DDR3;200
5163;4;DDR3;3600
5164;32;DDR2;533
5165;16;DDR1;667
5166;4;DDR3;1600
5167;4;DDR1;2933
5168;16;DDR2;1000
5169;32;DDR2;800
5170;4;DDR4;667
5171;16;DDR4;3200
5172;16;DDR1;2666
5173;4;DDR1;1066
5174;32;DDR2;667
5175;32;DDR1;2400
5176;2;DDR2;667
5177;8;DDR3;800
5178;4;DDR3;4000
5179;32;DDR3;533
5180;4;DDR4;2933
5181;8;DDR2;800
5182;16;DDR1;1066
5183;4;DDR3;1066
5184;2;DDR3;800
5185;2;DDR1;4400
5186;8;DDR2;667
5187;8;DDR1;400
5188;2;DDR2;333
5189;32;DDR1;333
5190;32;DDR4;800
5191;8;DDR3;667
5192;2;DDR3;1600
5193;8;DDR1;2666
5194;4;DDR1;533
5195;8;DDR3;667
5196;2;DDR2;800
5197;16;DDR4;266
5198;32;DDR4;333
5199;4;DDR2;333
5200;32;DDR2;3200
5201;2;DDR4;2400
5202;16;DDR1;667
5203;2;DDR3;1066
5204;16;DDR2;800
5205;8;DDR3;1000
5206;4;DDR2;2933
5207;32;DDR1;4400
5208;16;DDR1;266
5209;4;DDR3;1600
5210;2;DDR2;1600
5211;8;DDR3;1000
5212;8;DDR2;3600
5213;32;DDR3;1333
5214;4;DDR3;333
5215;16;DDR2;533
5216;32;DDR3;800
5217;4;DDR2;400
5218;4;DDR4;1333
5219;16;DDR4;800
5220;2;DDR1;800
5221;2;DDR2;1000
5222;2;DDR4;2666
5223;2;DDR4;2666
5224;4;DDR3;2933
5225;2;DDR1;3200
5226;4;DDR3;266
5227;32;DDR1;3200
5228;8;DDR4;4400
5229;32;DDR2;400
5230;16;DDR1;333
5231;8;DDR3;533
5232;2;DDR2;266
5233;16;DDR1;1600
5234;32;DDR2;4000
5235;4;DDR3;2666
5236;8;DDR3;667
5237;2;DDR4;2933
5238;16;DDR3;3000
5239;16;DDR3;533
5240;2;DDR3;1600
5241;4;DDR1;1600
5242;16;DDR1;3000
5243;16;DDR4;2933
5244;16;DDR3;533
5245;4;DDR1;800
5246;32;DDR3;333
5247;4;DDR4;3600
5248;32;DDR3;2933
5249;16;DDR3;1333
5250;16;DDR4;2666
5251;4;DDR3;2933
5252;8;DDR3;533
5253;8;DDR4;4400
5254;2;DDR4;4400
5255;2;DDR1;400
5256;4;DDR3;2933
5257;32;DDR3;1066
5258;16;DDR3;333
5259;32;DDR3;266
5260;4;DDR4;2933
5261;16;DDR2;3200
5262;32;DDR1;200
5263;2;DDR1;2400
5264;16;DDR4;1333
5265;16;DDR1;4400
5266;4;DDR3;4400
5267;2;DDR3;4400
5268;8;DDR1;200
5269;32;DDR4;2933
5270;16;DDR1;266
5271;2;DDR4;800
5272;8;DDR2;400
5273;16;DDR1;3200
5274;8;DDR4;1066
5275;16;DDR2;800
5276;2;DDR2;1600
5277;32;DDR3;1333
5278;2;DDR1;266
5279;2;DDR3;2666
5280;32;DDR3;333
5281;2;DDR3;4000
5282;4;DDR3;1333
5283;2;DDR3;800
5284;16;DDR2;200
5285;4;DDR1;3600
5286;16;DDR2;3000
5287;4;DDR4;2666
5288;4;DDR2;266
5289;16;DDR2;1000
5290;4;DDR2;4000
5291;4;DDR3;533
5292;4;DDR2;4400
5293;16;DDR4;800
5294;8;DDR4;3200
5295;32;DDR1;4400
5296;4;DDR4;3200
5297;2;DDR3;3600
5298;2;DDR1;266
5299;2;DDR4;2666
5300;2;DDR3;300
5301;2;DDR2;2666
5302;16;DDR3;1000
5303;8;DDR4;1600
5304;32;DDR1;300
5305;8;DDR4;266
5306;32;DDR2;1333
5307;32;DDR4;1600
5308;16;DDR1;200
5309;2;DDR1;3200
5310;2;DDR4;1000
5311;16;DDR2;800
5312;32;DDR4;1333
5313;8;DDR1;300
5314;8;DDR3;4400
5315;2;DDR2;1066
5316;32;DDR4;1600
5317;8;DDR2;2666
5318;16;DDR1;1333
5319;4;DDR3;800
5320;16;DDR4;533
5321;32;DDR1;2400
5322;2;DDR3;400
5323;32;DDR3;300
5324;16;DDR4;2400
5325;8;DDR3;400
5326;4;DDR2;800
5327;8;DDR4;533
5328;32;DDR4;4000
5329;8;DDR4;266
5330;32;DDR1;4400
5331;2;DDR1;667
5332;2;DDR3;200
5333;4;DDR4;2666
5334;32;DDR1;533
5335;8;DDR3;3000
5336;16;DDR3;533
5337;8;DDR3;800
5338;8;DDR3;4000
5339;8;DDR4;3000
5340;32;DDR4;1000
5341;2;DDR2;3600
5342;8;DDR4;4400
5343;2;DDR1;533
5344;16;DDR4;400
5345;4;DDR4;533
5346;16;DDR2;3200
5347;4;DDR4;800
5348;32;DDR3;1066
5349;2;DDR1;400
5350;16;DDR4;800
5351;16;DDR1;1000
5352;4;DDR1;3000
5353;32;DDR1;2666
5354;8;DDR2;4000
5355;16;DDR2;1333
5356;8;DDR3;1333
5357;32;DDR2;3200
5358;8;DDR4;333
5359;32;DDR3;667
5360;4;DDR3;2933
5361;4;DDR3;3000
5362;2;DDR1;3600
5363;32;DDR1;533
5364;2;DDR1;1066
5365;2;DDR4;4000
5366;16;DDR3;800
5367;16;DDR3;2933
5368;4;DDR2;1600
5369;16;DDR4;1333
5370;4;DDR1;800
5371;16;DDR3;1000
5372;16;DDR2;333
5373;32;DDR2;3600
5374;4;DDR4;1000
5375;16;DDR2;333
5376;16;DDR2;1000
5377;4;DDR4;1000
5378;4;DDR1;800
5379;2;DDR2;4000
5380;32;DDR2;333
5381;8;DDR2;4000
5382;2;DDR2;2933
5383;4;DDR3;667
5384;32;DDR2;533
5385;4;DDR1;200
5386;2;DDR3;333
5387;2;DDR1;200
5388;2;DDR4;266
5389;32;DDR2;2933
5390;16;DDR3;667
5391;8;DDR1;200
5392;16;DDR1;3000
5393;16;DDR4;667
5394;16;DDR2;2666
5395;8;DDR1;533
5396;2;DDR3;1333
5397;4;DDR4;3000
5398;32;DDR4;1000
5399;16;DDR3;300
5400;4;DDR2;800
5401;4;DDR3;1000
5402;2;DDR3;300
5403;2;DDR1;333
5404;16;DDR1;1000
5405;16;DDR2;533
5406;32;DDR4;1333
5407;8;DDR4;266
5408;8;DDR4;1600
5409;16;DDR3;2933
5410;4;DDR1;4400
5411;2;DDR1;2666
5412;2;DDR3;533
5413;4;DDR4;1000
5414;16;DDR1;2666
5415;8;DDR3;333
5416;16;DDR3;3000
5417;2;DDR4;3600
5418;32;DDR4;2666
5419;16;DDR2;3200
5420;4;DDR2;667
5421;16;DDR3;266
5422;2;DDR4;1000
5423;4;DDR2;200
5424;2;DDR4;800
5425;16;DDR2;1600
5426;32;DDR3;333
5427;4;DDR3;300
5428;2;DDR3;266
5429;4;DDR1;800
5430;16;DDR1;800
5431;16;DDR1;667
5432;32;DDR2;200
5433;16;DDR4;533
5434;2;DDR4;4000
5435;32;DDR2;1000
5436;8;DDR2;2400
5437;2;DDR1;333
5438;16;DDR1;1600
5439;4;DDR1;200
5440;8;DDR4;266
5441;4;DDR4;2400
5442;4;DDR2;266
5443;4;DDR3;200
5444;32;DDR3;3600
5445;4;DDR2;2666
5446;8;DDR4;2666
5447;16;DDR2;2933
5448;4;DDR4;2933
5449;2;DDR3;1066
5450;4;DDR1;3200
5451;4;DDR1;800
5452;2;DDR1;300
5453;8;DDR4;1333
5454;2;DDR4;1066
5455;32;DDR2;300
5456;32;DDR1;3600
5457;32;DDR4;3200
5458;32;DDR3;1333
5459;4;DDR3;1333
5460;8;DDR1;400
5461;8;DDR4;4000
5462;8;DDR3;4400
5463;32;DDR2;533
5464;8;DDR3;2666
5465;4;DDR4;2933
5466;32;DDR2;1600
5467;2;DDR2;1066
5468;2;DDR3;300
5469;32;DDR3;3000
5470;8;DDR3;266
5471;16;DDR1;2666
5472;4;DDR4;1066
5473;32;DDR4;3600
5474;8;DDR2;3000
5475;2;DDR3;3000
5476;2;DDR1;300
5477;16;DDR2;200
5478;8;DDR4;333
5479;8;DDR3;3000
5480;2;DDR3;1066
5481;2;DDR1;266
5482;32;DDR2;2400
5483;32;DDR3;667
5484;2;DDR3;533
5485;2;DDR4;1600
5486;16;DDR3;200
5487;2;DDR3;333
5488;2;DDR4;200
5489;2;DDR2;800
5490;8;DDR3;3200
5491;8;DDR3;3600
5492;4;DDR2;800
5493;8;DDR2;3000
5494;8;DDR3;2666
5495;16;DDR1;2933
5496;4;DDR2;2400
5497;8;DDR4;300
5498;16;DDR4;2666
5499;16;DDR1;1333
5500;8;DDR4;1066
5501;32;DDR1;400
5502;32;DDR4;1600
5503;8;DDR2;4400
5504;4;DDR1;3600
5505;8;DDR2;3200
5506;4;DDR2;2400
5507;4;DDR3;300
5508;2;DDR4;800
5509;8;DDR4;266
5510;2;DDR3;333
5511;16;DDR1;3600
5512;4;DDR2;4400
5513;8;DDR3;4000
5514;4;DDR1;2933
5515;2;DDR2;200
5516;32;DDR3;400
5517;2;DDR2;200
5518;16;DDR1;533
5519;2;DDR1;266
5520;2;DDR2;800
5521;2;DDR1;3600
5522;32;DDR2;4000
5523;4;DDR4;400
5524;2;DDR4;533
5525;4;DDR1;667
5526;2;DDR2;200
5527;32;DDR1;800
5528;4;DDR3;800
5529;8;DDR1;200
5530;4;DDR3;3600
5531;32;DDR1;2400
5532;2;DDR1;2666
5533;2;DDR2;200
5534;16;DDR2;667
5535;2;DDR3;3600
5536;4;DDR4;533
5537;8;DDR4;4000
5538;2;DDR1;300
5539;32;DDR2;400
5540;8;DDR4;2666
5541;16;DDR2;1066
5542;2;DDR4;800
5543;2;DDR3;2666
5544;32;DDR3;1066
5545;4;DDR2;266
5546;32;DDR4;333
5547;16;DDR3;266
5548;8;DDR4;4400
5549;2;DDR4;1066
5550;4;DDR1;800
5551;32;DDR3;2666
5552;32;DDR1;800
5553;4;DDR3;2400
5554;4;DDR2;333
5555;32;DDR4;800
5556;16;DDR4;300
5557;32;DDR1;3600
5558;8;DDR2;1066
5559;4;DDR4;333
5560;32;DDR1;1333
5561;16;DDR2;3600
5562;16;DDR2;333
5563;32;DDR1;1600
5564;4;DDR2;800
5565;8;DDR2;3200
5566;32;DDR2;400
5567;16;DDR2;333
5568;32;DDR3;2400
5569;8;DDR2;2400
5570;16;DDR2;2400
5571;32;DDR2;1333
5572;2;DDR2;333
5573;32;DDR1;200
5574;2;DDR1;2933
5575;8;DDR3;3600
5576;2;DDR1;667
5577;2;DDR4;4000
5578;4;DDR3;1000
5579;16;DDR2;1000
5580;8;DDR1;2400
5581;4;DDR4;1600
5582;32;DDR4;1600
5583;4;DDR1;3000
5584;4;DDR2;3200
5585;16;DDR1;2666
5586;32;DDR4;3200
5587;8;DDR4;1600
5588;32;DDR1;2666
5589;32;DDR3;4000
5590;8;DDR4;667
5591;8;DDR4;3200
5592;2;DDR4;266
5593;32;DDR3;800
5594;2;DDR1;800
5595;16;DDR1;800
5596;16;DDR3;3200
5597;4;DDR1;1066
5598;32;DDR4;3200
5599;16;DDR1;4400
5600;32;DDR1;2933
5601;8;DDR4;200
5602;2;DDR1;2666
5603;2;DDR1;200
5604;8;DDR1;1066
5605;2;DDR4;3200
5606;32;DDR1;533
5607;16;DDR2;300
5608;4;DDR1;667
5609;4;DDR4;200
5610;32;DDR4;300
5611;8;DDR3;333
5612;4;DDR2;533
5613;8;DDR2;400
5614;8;DDR3;800
5615;32;DDR2;3200
5616;8;DDR2;1600
5617;4;DDR4;333
5618;32;DDR4;667
5619;32;DDR4;1000
5620;16;DDR2;1066
5621;2;DDR4;2400
5622;2;DDR1;1066
5623;32;DDR3;300
5624;8;DDR2;1000
5625;16;DDR3;3600
5626;16;DDR4;667
5627;32;DDR2;800
5628;16;DDR4;2933
5629;2;DDR4;1066
5630;8;DDR1;2666
5631;4;DDR4;2666
5632;2;DDR4;2666
5633;2;DDR4;333
5634;2;DDR2;1600
5635;32;DDR4;3600
5636;8;DDR4;3000
